scenario,caseid,age,online
candidate_adapted,10000840,77,0
candidate_adapted,10000900,23,0
candidate_adapted,10000920,20,0
candidate_adapted,10000940,65,0
candidate_adapted,10000970,28,0
candidate_adapted,10001000,41,0
candidate_adapted,10001030,43,0
candidate_adapted,10001070,40,0
candidate_adapted,10001130,36,0
candidate_adapted,10001140,45,0
candidate_adapted,10001150,32,0
candidate_adapted,10001170,25,0
candidate_adapted,10001180,42,0
candidate_adapted,10001190,56,0
candidate_adapted,10001220,38,0
candidate_adapted,10001230,38,0
candidate_adapted,10001250,40,0
candidate_adapted,10001300,42,0
candidate_adapted,10001320,52,0
candidate_adapted,10001400,46,0
candidate_adapted,10001420,22,0
candidate_adapted,10001470,28,0
candidate_adapted,10001520,49,0
candidate_adapted,10001540,30,0
candidate_adapted,10001560,36,0
candidate_adapted,10001570,36,0
candidate_adapted,10001590,85,0
candidate_adapted,10001620,50,0
candidate_adapted,10001820,35,0
candidate_adapted,10001860,50,0
candidate_adapted,10001870,46,0
candidate_adapted,10001880,26,0
candidate_adapted,10001890,50,0
candidate_adapted,10001900,54,0
candidate_adapted,10001950,37,0
candidate_adapted,10001960,27,0
candidate_adapted,10002060,26,0
candidate_adapted,10002070,42,0
candidate_adapted,10002100,54,0
candidate_adapted,10002120,34,0
candidate_adapted,10002170,72,0
candidate_adapted,10002180,58,0
candidate_adapted,10002330,34,0
candidate_adapted,10002350,52,0
candidate_adapted,10002410,33,0
candidate_adapted,10002420,27,0
candidate_adapted,10002490,53,0
candidate_adapted,10002500,37,0
candidate_adapted,10002530,31,0
candidate_adapted,10002570,71,0
candidate_adapted,10002620,43,0
candidate_adapted,10002640,35,0
candidate_adapted,10002720,58,0
candidate_adapted,10002730,19,0
candidate_adapted,10002770,34,0
candidate_adapted,10002780,31,0
candidate_adapted,10002800,51,0
candidate_adapted,10002810,19,0
candidate_adapted,10002820,28,0
candidate_adapted,10002830,63,0
candidate_adapted,10002870,55,0
candidate_adapted,10002890,29,0
candidate_adapted,10002940,27,0
candidate_adapted,10003000,52,0
candidate_adapted,10003020,42,0
candidate_adapted,10003090,66,0
candidate_adapted,10003120,44,0
candidate_adapted,10003130,29,0
candidate_adapted,10003150,35,0
candidate_adapted,10003260,41,0
candidate_adapted,10003270,44,0
candidate_adapted,10003290,23,0
candidate_adapted,10003330,49,0
candidate_adapted,10003340,27,0
candidate_adapted,10003350,64,0
candidate_adapted,10003400,37,0
candidate_adapted,10003410,41,0
candidate_adapted,10003430,70,0
candidate_adapted,10003440,22,0
candidate_adapted,10003460,59,0
candidate_adapted,10003500,23,0
candidate_adapted,10003520,31,0
candidate_adapted,10003580,41,0
candidate_adapted,10003610,46,0
candidate_adapted,10003620,53,0
candidate_adapted,10003660,49,0
candidate_adapted,10003690,54,0
candidate_adapted,10003710,37,0
candidate_adapted,10003870,26,0
candidate_adapted,10003880,53,0
candidate_adapted,10003900,52,0
candidate_adapted,10003930,61,0
candidate_adapted,10004040,NA,0
candidate_adapted,10004080,42,0
candidate_adapted,10004110,61,0
candidate_adapted,10004150,NA,0
candidate_adapted,10004160,49,0
candidate_adapted,10004230,49,0
candidate_adapted,10004250,28,0
candidate_adapted,10004270,31,0
candidate_adapted,10004280,65,0
candidate_adapted,10004330,46,0
candidate_adapted,10004340,41,0
candidate_adapted,10004380,51,0
candidate_adapted,10004420,44,0
candidate_adapted,10004460,19,0
candidate_adapted,10004540,35,0
candidate_adapted,10004630,58,0
candidate_adapted,10004660,45,0
candidate_adapted,10004670,NA,0
candidate_adapted,10004690,25,0
candidate_adapted,10004700,45,0
candidate_adapted,10004710,55,0
candidate_adapted,10004720,32,0
candidate_adapted,10004760,51,0
candidate_adapted,10004850,25,0
candidate_adapted,10004860,25,0
candidate_adapted,10004930,23,0
candidate_adapted,10004970,32,0
candidate_adapted,10004980,61,0
candidate_adapted,10005000,41,0
candidate_adapted,10005010,36,0
candidate_adapted,10005030,54,0
candidate_adapted,10005040,33,0
candidate_adapted,10005050,46,0
candidate_adapted,10005150,39,0
candidate_adapted,10005160,77,0
candidate_adapted,10005180,43,0
candidate_adapted,10005260,25,0
candidate_adapted,10005270,27,0
candidate_adapted,10005360,30,0
candidate_adapted,10005400,21,0
candidate_adapted,10005410,24,0
candidate_adapted,10005420,30,0
candidate_adapted,10005430,46,0
candidate_adapted,10005440,34,0
candidate_adapted,10005450,37,0
candidate_adapted,10005460,51,0
candidate_adapted,10005580,NA,0
candidate_adapted,10005650,41,0
candidate_adapted,10005691,24,0
candidate_adapted,10005730,27,0
candidate_adapted,10005800,35,0
candidate_adapted,10005810,71,0
candidate_adapted,10005820,30,0
candidate_adapted,10005830,31,0
candidate_adapted,10005840,23,0
candidate_adapted,10005850,25,0
candidate_adapted,10005860,64,0
candidate_adapted,10005890,39,0
candidate_adapted,10005920,37,0
candidate_adapted,10005930,35,0
candidate_adapted,10005960,39,0
candidate_adapted,10006040,39,0
candidate_adapted,10006070,43,0
candidate_adapted,10006110,28,0
candidate_adapted,10006200,47,0
candidate_adapted,10006220,46,0
candidate_adapted,10006280,31,0
candidate_adapted,10006310,30,0
candidate_adapted,10006320,35,0
candidate_adapted,10006330,32,0
candidate_adapted,10006340,30,0
candidate_adapted,10006350,20,0
candidate_adapted,10006360,60,0
candidate_adapted,10006390,41,0
candidate_adapted,10006400,52,0
candidate_adapted,10006430,33,0
candidate_adapted,10006500,37,0
candidate_adapted,10006510,33,0
candidate_adapted,10006540,56,0
candidate_adapted,10006580,42,0
candidate_adapted,10006620,69,0
candidate_adapted,10006660,62,0
candidate_adapted,10006700,37,0
candidate_adapted,10006710,67,0
candidate_adapted,10006740,20,0
candidate_adapted,10006760,42,0
candidate_adapted,10006780,70,0
candidate_adapted,10006790,51,0
candidate_adapted,10006800,69,0
candidate_adapted,10006880,36,0
candidate_adapted,10006900,49,0
candidate_adapted,10006920,21,0
candidate_adapted,10006930,26,0
candidate_adapted,10006960,33,0
candidate_adapted,10007010,56,0
candidate_adapted,10007140,66,0
candidate_adapted,10007160,39,0
candidate_adapted,10007170,35,0
candidate_adapted,10007180,70,0
candidate_adapted,10007190,70,0
candidate_adapted,10007210,34,0
candidate_adapted,10007220,38,0
candidate_adapted,10007250,39,0
candidate_adapted,10007390,27,0
candidate_adapted,10007410,35,0
candidate_adapted,10007430,71,0
candidate_adapted,10007450,41,0
candidate_adapted,10007471,46,0
candidate_adapted,10007520,29,0
candidate_adapted,10007570,49,0
candidate_adapted,10007580,27,0
candidate_adapted,10007590,89,0
candidate_adapted,10007620,39,0
candidate_adapted,10007640,81,0
candidate_adapted,10007710,53,0
candidate_adapted,10007720,45,0
candidate_adapted,10007730,38,0
candidate_adapted,10007750,39,0
candidate_adapted,10007760,22,0
candidate_adapted,10007780,27,0
candidate_adapted,10007840,34,0
candidate_adapted,10007860,59,0
candidate_adapted,10007960,41,0
candidate_adapted,10008030,44,0
candidate_adapted,10008050,49,0
candidate_adapted,10008060,25,0
candidate_adapted,10008070,28,0
candidate_adapted,10008080,60,0
candidate_adapted,10008090,37,0
candidate_adapted,10008110,79,0
candidate_adapted,10008120,81,0
candidate_adapted,10008130,26,0
candidate_adapted,10008150,19,0
candidate_adapted,10008210,55,0
candidate_adapted,10008220,38,0
candidate_adapted,10008240,36,0
candidate_adapted,10008260,38,0
candidate_adapted,10008310,30,0
candidate_adapted,10008320,26,0
candidate_adapted,10008350,70,0
candidate_adapted,10008380,32,0
candidate_adapted,10008400,49,0
candidate_adapted,10008420,62,0
candidate_adapted,10008430,28,0
candidate_adapted,10008440,29,0
candidate_adapted,10008450,32,0
candidate_adapted,10008451,34,0
candidate_adapted,10008460,45,0
candidate_adapted,10008580,39,0
candidate_adapted,10008590,57,0
candidate_adapted,10008640,43,0
candidate_adapted,10008660,37,0
candidate_adapted,10008690,66,0
candidate_adapted,10008710,53,0
candidate_adapted,10008740,NA,0
candidate_adapted,10008750,35,0
candidate_adapted,10008780,NA,0
candidate_adapted,10008840,37,0
candidate_adapted,10008890,67,0
candidate_adapted,10008930,37,0
candidate_adapted,10008940,44,0
candidate_adapted,10009000,38,0
candidate_adapted,10009030,28,0
candidate_adapted,10009090,42,0
candidate_adapted,10009150,71,0
candidate_adapted,10009180,51,0
candidate_adapted,10009251,33,0
candidate_adapted,10009390,37,0
candidate_adapted,10009440,29,0
candidate_adapted,10009460,21,0
candidate_adapted,10009520,26,0
candidate_adapted,10009530,26,0
candidate_adapted,10009590,53,0
candidate_adapted,10009630,25,0
candidate_adapted,10009650,69,0
candidate_adapted,10009670,32,0
candidate_adapted,10009750,45,0
candidate_adapted,10009810,28,0
candidate_adapted,10009840,21,0
candidate_adapted,10009870,70,0
candidate_adapted,10009970,47,0
candidate_adapted,10009990,51,0
candidate_adapted,10010000,49,0
candidate_adapted,10010030,21,0
candidate_adapted,10010060,56,0
candidate_adapted,10010080,34,0
candidate_adapted,10010110,68,0
candidate_adapted,10010120,25,0
candidate_adapted,10010140,30,0
candidate_adapted,10010160,26,0
candidate_adapted,10010180,30,0
candidate_adapted,10010200,50,0
candidate_adapted,10010210,60,0
candidate_adapted,10010220,59,0
candidate_adapted,10010230,40,0
candidate_adapted,10010250,39,0
candidate_adapted,10010280,44,0
candidate_adapted,10010330,38,0
candidate_adapted,10010340,43,0
candidate_adapted,10010360,38,0
candidate_adapted,10010390,39,0
candidate_adapted,10010520,22,0
candidate_adapted,10010550,41,0
candidate_adapted,10010580,35,0
candidate_adapted,10010600,49,0
candidate_adapted,10010620,40,0
candidate_adapted,10010630,20,0
candidate_adapted,10010640,19,0
candidate_adapted,10010650,56,0
candidate_adapted,10010660,52,0
candidate_adapted,10010690,41,0
candidate_adapted,10010700,43,0
candidate_adapted,10010710,81,0
candidate_adapted,10010720,51,0
candidate_adapted,10010730,70,0
candidate_adapted,10010760,31,0
candidate_adapted,10010770,25,0
candidate_adapted,10010850,49,0
candidate_adapted,10010870,30,0
candidate_adapted,10010960,49,0
candidate_adapted,10011020,47,0
candidate_adapted,10011030,49,0
candidate_adapted,10011040,43,0
candidate_adapted,10011120,60,0
candidate_adapted,10011130,46,0
candidate_adapted,10011150,23,0
candidate_adapted,10011180,21,0
candidate_adapted,10011200,55,0
candidate_adapted,10011210,38,0
candidate_adapted,10011220,33,0
candidate_adapted,10011230,38,0
candidate_adapted,10011240,44,0
candidate_adapted,10011310,36,0
candidate_adapted,10011320,39,0
candidate_adapted,10011330,39,0
candidate_adapted,10011370,25,0
candidate_adapted,10011430,21,0
candidate_adapted,10011440,36,0
candidate_adapted,10011450,25,0
candidate_adapted,10011470,NA,0
candidate_adapted,10011490,40,0
candidate_adapted,10011500,35,0
candidate_adapted,10011510,44,0
candidate_adapted,10011520,47,0
candidate_adapted,10011550,37,0
candidate_adapted,10011560,44,0
candidate_adapted,10011580,30,0
candidate_adapted,10011630,33,0
candidate_adapted,10011650,28,0
candidate_adapted,10011660,20,0
candidate_adapted,10011680,NA,0
candidate_adapted,10011740,73,0
candidate_adapted,10011900,33,0
candidate_adapted,10011960,60,0
candidate_adapted,10012080,24,0
candidate_adapted,10012090,70,0
candidate_adapted,10012092,67,0
candidate_adapted,10012120,34,0
candidate_adapted,10012140,29,0
candidate_adapted,10012170,54,0
candidate_adapted,10012200,73,0
candidate_adapted,10012220,62,0
candidate_adapted,10012230,49,0
candidate_adapted,10012240,31,0
candidate_adapted,10012270,57,0
candidate_adapted,10012310,29,0
candidate_adapted,10012320,74,0
candidate_adapted,10012370,22,0
candidate_adapted,10012390,25,0
candidate_adapted,10012470,38,0
candidate_adapted,10012490,51,0
candidate_adapted,10012540,37,0
candidate_adapted,10012580,74,0
candidate_adapted,10012660,67,0
candidate_adapted,10012680,61,0
candidate_adapted,10012700,38,0
candidate_adapted,10012740,38,0
candidate_adapted,10012790,NA,0
candidate_adapted,10012800,33,0
candidate_adapted,10012810,27,0
candidate_adapted,10012820,29,0
candidate_adapted,10012830,30,0
candidate_adapted,10012840,49,0
candidate_adapted,10012850,50,0
candidate_adapted,10012990,82,0
candidate_adapted,10013030,56,0
candidate_adapted,10013040,26,0
candidate_adapted,10013041,60,0
candidate_adapted,10013130,56,0
candidate_adapted,10013270,NA,0
candidate_adapted,10013280,19,0
candidate_adapted,10013350,66,0
candidate_adapted,10013380,52,0
candidate_adapted,10013390,38,0
candidate_adapted,10013430,39,0
candidate_adapted,10013520,69,0
candidate_adapted,10013540,37,0
candidate_adapted,10013590,31,0
candidate_adapted,10013620,55,0
candidate_adapted,10013630,37,0
candidate_adapted,10013670,28,0
candidate_adapted,10013710,50,0
candidate_adapted,10013730,55,0
candidate_adapted,10013760,35,0
candidate_adapted,10013790,30,0
candidate_adapted,10013800,38,0
candidate_adapted,10013810,25,0
candidate_adapted,10013830,53,0
candidate_adapted,10013890,30,0
candidate_adapted,10014010,38,0
candidate_adapted,10014040,34,0
candidate_adapted,10014190,20,0
candidate_adapted,10014281,43,0
candidate_adapted,10014282,24,0
candidate_adapted,10014283,31,0
candidate_adapted,10014320,37,0
candidate_adapted,10014330,28,0
candidate_adapted,10014360,22,0
candidate_adapted,10014450,29,0
candidate_adapted,10014510,73,0
candidate_adapted,10014530,37,0
candidate_adapted,10014550,39,0
candidate_adapted,10014560,38,0
candidate_adapted,10014570,40,0
candidate_adapted,10014590,33,0
candidate_adapted,10014610,46,0
candidate_adapted,10014640,73,0
candidate_adapted,10014650,66,0
candidate_adapted,10014670,22,0
candidate_adapted,10014680,46,0
candidate_adapted,10014690,52,0
candidate_adapted,10014710,45,0
candidate_adapted,10014720,39,0
candidate_adapted,10014750,40,0
candidate_adapted,10014790,54,0
candidate_adapted,10014800,34,0
candidate_adapted,10014810,36,0
candidate_adapted,10014830,40,0
candidate_adapted,10014840,41,0
candidate_adapted,10014860,48,0
candidate_adapted,10014930,50,0
candidate_adapted,10014940,62,0
candidate_adapted,10014950,45,0
candidate_adapted,10014960,32,0
candidate_adapted,10014980,45,0
candidate_adapted,10014990,27,0
