source_row,caseid,historical_sample,addfac1,reduce1,addfac2,reduce2,historical_post,candidate_post
508,30005080,FALSE,10,10,NA,NA,0.5,0.5
509,30005090,FALSE,10,10,NA,NA,0.5,0.5
510,30005100,FALSE,10,10,NA,NA,0.5,0.5
511,30005110,FALSE,10,10,NA,NA,0.5,0.5
512,30005120,FALSE,10,10,NA,NA,0.5,0.5
513,30005130,FALSE,9,10,NA,NA,0.5,0.5
514,30005140,FALSE,9,5,NA,NA,0.5,0.5
515,30005150,FALSE,NA,3,NA,NA,0.5,0.5
516,30005160,FALSE,6,10,NA,NA,0.5,0.5
517,30005170,FALSE,8,10,NA,NA,0.5,0.5
518,30005180,FALSE,7,4,NA,NA,0.5,0.5
519,30005190,FALSE,10,4,NA,NA,0.5,0.5
520,30005200,FALSE,9,8,NA,NA,0.5,0.5
521,30005210,FALSE,10,10,NA,NA,0.5,0.5
522,30005220,FALSE,4,9,NA,NA,0.5,0.5
523,30005230,FALSE,10,10,NA,NA,0.5,0.5
524,30005240,FALSE,10,10,NA,NA,0.5,0.5
525,30005250,FALSE,10,10,NA,NA,0.5,0.5
526,30005260,FALSE,5,10,NA,NA,0.5,0.5
527,30005270,FALSE,5,5,NA,NA,0.5,0.5
528,30005280,FALSE,10,9,NA,NA,0.5,0.5
529,30005290,FALSE,10,10,NA,NA,0.5,0.5
530,30005300,FALSE,7,5,NA,NA,0.5,0.5
531,30005310,FALSE,10,10,NA,NA,0.5,0.5
532,30005320,FALSE,10,5,NA,NA,0.5,0.5
533,30005330,FALSE,10,10,NA,NA,0.5,0.5
534,30005340,FALSE,9,10,NA,NA,0.5,0.5
535,30005350,FALSE,7,7,NA,NA,0.5,0.5
536,30005360,FALSE,10,10,NA,NA,0.5,0.5
537,30005370,FALSE,9,8,NA,NA,0.5,0.5
538,30005380,FALSE,10,10,NA,NA,0.5,0.5
539,30005390,FALSE,10,10,NA,NA,0.5,0.5
540,30005400,FALSE,10,5,NA,NA,0.5,0.5
541,30005410,FALSE,5,5,NA,NA,0.5,0.5
542,30005420,FALSE,10,10,NA,NA,0.5,0.5
543,30005430,FALSE,9,10,NA,NA,0.5,0.5
544,30005440,FALSE,NA,10,NA,NA,0.5,0.5
545,30005450,FALSE,10,4,NA,NA,0.5,0.5
546,30005460,FALSE,10,10,NA,NA,0.5,0.5
547,30005470,FALSE,5,6,NA,NA,0.5,0.5
548,30005480,FALSE,9,9,NA,NA,0.5,0.5
549,30005490,FALSE,10,8,NA,NA,0.5,0.5
550,30005500,FALSE,5,1,NA,NA,0.5,0.5
551,30005510,FALSE,8,7,NA,NA,0.5,0.5
552,30005520,FALSE,6,8,NA,NA,0.5,0.5
553,30005530,FALSE,8,8,NA,NA,0.5,0.5
554,30005540,FALSE,10,10,NA,NA,0.5,0.5
555,30005550,FALSE,10,10,NA,NA,0.5,0.5
556,30005560,FALSE,10,10,NA,NA,0.5,0.5
557,30005570,FALSE,10,8,NA,NA,0.5,0.5
558,30005580,FALSE,8,9,NA,NA,0.5,0.5
559,30005590,FALSE,10,10,NA,NA,0.5,0.5
560,30005600,FALSE,10,10,NA,NA,0.5,0.5
561,30005610,FALSE,10,10,NA,NA,0.5,0.5
562,30005620,FALSE,10,2,NA,NA,0.5,0.5
563,30005630,FALSE,10,5,NA,NA,0.5,0.5
564,30005640,FALSE,6,10,NA,NA,0.5,0.5
565,30005650,FALSE,10,2,NA,NA,0.5,0.5
566,30005660,FALSE,10,10,NA,NA,0.5,0.5
567,30005670,FALSE,10,10,NA,NA,0.5,0.5
568,30005680,FALSE,10,10,NA,NA,0.5,0.5
569,30005690,FALSE,7,7,NA,NA,0.5,0.5
570,30005700,FALSE,8,8,NA,NA,0.5,0.5
571,30005710,FALSE,5,10,NA,NA,0.5,0.5
572,30005720,FALSE,7,9,NA,NA,0.5,0.5
573,30005730,FALSE,8,8,NA,NA,0.5,0.5
574,30005740,FALSE,5,9,NA,NA,0.5,0.5
575,30005750,FALSE,10,10,NA,NA,0.5,0.5
576,30005760,FALSE,10,8,NA,NA,0.5,0.5
577,30005770,FALSE,NA,7,NA,NA,0.5,0.5
578,30005780,FALSE,6,9,NA,NA,0.5,0.5
579,30005790,FALSE,5,10,NA,NA,0.5,0.5
580,30005800,FALSE,NA,5,NA,NA,0.5,0.5
581,30005810,FALSE,8,5,NA,NA,0.5,0.5
582,30005820,FALSE,9,6,NA,NA,0.5,0.5
583,30005830,FALSE,6,8,NA,NA,0.5,0.5
584,30005840,FALSE,10,10,NA,NA,0.5,0.5
585,30005850,FALSE,10,10,NA,NA,0.5,0.5
586,30005860,FALSE,8,8,NA,NA,0.5,0.5
587,30005870,FALSE,10,9,NA,NA,0.5,0.5
588,30005880,FALSE,10,10,NA,NA,0.5,0.5
589,30005890,FALSE,10,8,NA,NA,0.5,0.5
590,30005900,FALSE,10,10,NA,NA,0.5,0.5
591,30005910,FALSE,10,10,NA,NA,0.5,0.5
592,30005920,FALSE,10,10,NA,NA,0.5,0.5
593,30005930,FALSE,8,3,NA,NA,0.5,0.5
594,30005940,FALSE,10,10,NA,NA,0.5,0.5
595,30005950,FALSE,0,5,NA,NA,0.5,0.5
596,30005960,FALSE,9,5,NA,NA,0.5,0.5
597,30005970,FALSE,5,7,NA,NA,0.5,0.5
598,30005980,FALSE,4,10,NA,NA,0.5,0.5
599,30005990,FALSE,9,7,NA,NA,0.5,0.5
600,30006000,FALSE,6,7,NA,NA,0.5,0.5
601,30006010,FALSE,10,7,NA,NA,0.5,0.5
602,30006020,FALSE,5,10,NA,NA,0.5,0.5
603,30006030,FALSE,7,7,NA,NA,0.5,0.5
604,30006040,FALSE,9,10,NA,NA,0.5,0.5
605,30006050,FALSE,10,9,NA,NA,0.5,0.5
606,30006060,FALSE,10,10,NA,NA,0.5,0.5
607,30006070,FALSE,10,10,NA,NA,0.5,0.5
608,30006080,FALSE,10,8,NA,NA,0.5,0.5
609,30006090,FALSE,2,2,NA,NA,0.5,0.5
610,30006100,FALSE,8,10,NA,NA,0.5,0.5
611,30006110,FALSE,10,10,NA,NA,0.5,0.5
612,30006120,FALSE,5,10,NA,NA,0.5,0.5
613,30006130,FALSE,10,9,NA,NA,0.5,0.5
614,30006140,FALSE,7,8,NA,NA,0.5,0.5
615,30006150,FALSE,4,8,NA,NA,0.5,0.5
616,30006160,FALSE,10,10,NA,NA,0.5,0.5
617,30006170,FALSE,8,10,NA,NA,0.5,0.5
618,30006180,FALSE,8,10,NA,NA,0.5,0.5
619,30006190,FALSE,7,10,NA,NA,0.5,0.5
620,30006200,FALSE,8,10,NA,NA,0.5,0.5
621,30006210,FALSE,8,10,NA,NA,0.5,0.5
622,30006220,FALSE,10,8,NA,NA,0.5,0.5
623,30006230,FALSE,9,5,NA,NA,0.5,0.5
624,30006240,FALSE,5,10,NA,NA,0.5,0.5
625,30006250,FALSE,9,10,NA,NA,0.5,0.5
626,30006260,FALSE,5,5,NA,NA,0.5,0.5
627,30006270,FALSE,NA,8,NA,NA,0.5,0.5
628,30006280,FALSE,10,8,NA,NA,0.5,0.5
629,30006290,FALSE,10,10,NA,NA,0.5,0.5
630,30006300,FALSE,8,5,NA,NA,0.5,0.5
631,30006310,FALSE,8,9,NA,NA,0.5,0.5
632,30006320,FALSE,10,10,NA,NA,0.5,0.5
633,30006330,FALSE,NA,10,NA,NA,0.5,0.5
634,30006340,FALSE,9,10,NA,NA,0.5,0.5
635,30006350,FALSE,10,8,NA,NA,0.5,0.5
636,30006360,FALSE,NA,8,NA,NA,0.5,0.5
637,30006370,FALSE,NA,8,NA,NA,0.5,0.5
638,30006380,FALSE,7,7,NA,NA,0.5,0.5
639,30006390,FALSE,8,9,NA,NA,0.5,0.5
640,30006400,FALSE,10,8,NA,NA,0.5,0.5
641,30006410,FALSE,9,10,NA,NA,0.5,0.5
642,30006420,FALSE,10,10,NA,NA,0.5,0.5
643,30006430,FALSE,9,10,NA,NA,0.5,0.5
644,30006440,FALSE,9,0,NA,NA,0.5,0.5
645,30006450,FALSE,10,10,NA,NA,0.5,0.5
646,30006460,FALSE,10,10,NA,NA,0.5,0.5
647,30006470,FALSE,10,9,NA,NA,0.5,0.5
648,30006480,FALSE,8,6,NA,NA,0.5,0.5
649,30006490,FALSE,10,1,NA,NA,0.5,0.5
650,30006500,FALSE,9,10,NA,NA,0.5,0.5
651,30006510,FALSE,10,10,NA,NA,0.5,0.5
652,30006520,FALSE,10,8,NA,NA,0.5,0.5
653,30006530,FALSE,6,8,NA,NA,0.5,0.5
654,30006540,FALSE,6,7,NA,NA,0.5,0.5
655,30006550,FALSE,9,2,NA,NA,0.5,0.5
656,30006560,FALSE,10,10,NA,NA,0.5,0.5
657,30006570,FALSE,5,5,NA,NA,0.5,0.5
658,30006580,FALSE,9,10,NA,NA,0.5,0.5
659,30006590,FALSE,10,10,NA,NA,0.5,0.5
660,30006600,FALSE,5,10,NA,NA,0.5,0.5
661,30006610,FALSE,10,10,NA,NA,0.5,0.5
662,30006620,FALSE,8,7,NA,NA,0.5,0.5
663,30006630,FALSE,8,8,NA,NA,0.5,0.5
664,30006640,FALSE,2,5,NA,NA,0.5,0.5
665,30006650,FALSE,10,10,NA,NA,0.5,0.5
666,30006660,FALSE,10,10,NA,NA,0.5,0.5
667,30006670,FALSE,10,8,NA,NA,0.5,0.5
668,30006680,FALSE,10,10,NA,NA,0.5,0.5
669,30006690,FALSE,10,10,NA,NA,0.5,0.5
670,30006700,FALSE,NA,10,NA,NA,0.5,0.5
671,30006710,FALSE,10,5,NA,NA,0.5,0.5
672,30006720,FALSE,9,9,NA,NA,0.5,0.5
673,30006730,FALSE,10,10,NA,NA,0.5,0.5
674,30006740,FALSE,8,10,NA,NA,0.5,0.5
675,30006750,FALSE,10,5,NA,NA,0.5,0.5
676,30006760,FALSE,1,7,NA,NA,0.5,0.5
677,30006770,FALSE,8,9,NA,NA,0.5,0.5
678,30006780,FALSE,5,10,NA,NA,0.5,0.5
679,30006790,FALSE,5,10,NA,NA,0.5,0.5
680,30006800,FALSE,10,6,NA,NA,0.5,0.5
681,30006810,FALSE,7,8,NA,NA,0.5,0.5
682,30006820,FALSE,10,7,NA,NA,0.5,0.5
683,30006830,FALSE,9,9,NA,NA,0.5,0.5
684,30006840,FALSE,10,10,NA,NA,0.5,0.5
685,30006850,FALSE,NA,9,NA,NA,0.5,0.5
686,30006860,FALSE,10,5,NA,NA,0.5,0.5
687,30006870,FALSE,10,10,NA,NA,0.5,0.5
688,30006880,FALSE,10,10,NA,NA,0.5,0.5
689,30006890,FALSE,6,9,NA,NA,0.5,0.5
690,30006900,FALSE,NA,8,NA,NA,0.5,0.5
691,30006910,FALSE,8,7,NA,NA,0.5,0.5
692,30006920,FALSE,1,8,NA,NA,0.5,0.5
693,30006930,FALSE,6,8,NA,NA,0.5,0.5
694,30006940,FALSE,10,7,NA,NA,0.5,0.5
695,30006950,FALSE,7,5,NA,NA,0.5,0.5
696,30006960,FALSE,10,NA,NA,NA,0.5,0.5
697,30006970,FALSE,10,10,NA,NA,0.5,0.5
698,30006980,FALSE,5,5,NA,NA,0.5,0.5
699,30006990,FALSE,6,5,NA,NA,0.5,0.5
700,30007000,FALSE,10,10,NA,NA,0.5,0.5
701,30007010,FALSE,10,9,NA,NA,0.5,0.5
702,30007020,FALSE,8,8,NA,NA,0.5,0.5
703,30007030,FALSE,8,7,NA,NA,0.5,0.5
704,30007040,FALSE,8,10,NA,NA,0.5,0.5
705,30007050,FALSE,NA,10,NA,NA,0.5,0.5
706,30007060,FALSE,10,9,NA,NA,0.5,0.5
707,30007070,FALSE,5,5,NA,NA,0.5,0.5
708,30007080,FALSE,7,9,NA,NA,0.5,0.5
709,30007090,FALSE,8,8,NA,NA,0.5,0.5
710,30007100,FALSE,NA,10,NA,NA,0.5,0.5
711,30007110,FALSE,10,10,NA,NA,0.5,0.5
712,30007120,FALSE,7,6,NA,NA,0.5,0.5
713,30007130,FALSE,6,8,NA,NA,0.5,0.5
714,30007140,FALSE,8,10,NA,NA,0.5,0.5
715,30007150,FALSE,5,10,NA,NA,0.5,0.5
716,30007160,FALSE,10,10,NA,NA,0.5,0.5
717,30007170,FALSE,5,5,NA,NA,0.5,0.5
718,30007180,FALSE,10,10,NA,NA,0.5,0.5
719,30007190,FALSE,10,10,NA,NA,0.5,0.5
720,30007200,FALSE,6,8,NA,NA,0.5,0.5
721,30007210,FALSE,7,9,NA,NA,0.5,0.5
722,30007220,FALSE,NA,5,NA,NA,0.5,0.5
723,30007230,FALSE,10,10,NA,NA,0.5,0.5
724,30007240,FALSE,3,3,NA,NA,0.5,0.5
725,30007250,FALSE,8,10,NA,NA,0.5,0.5
726,30007260,FALSE,10,5,NA,NA,0.5,0.5
727,30007270,FALSE,10,10,NA,NA,0.5,0.5
728,30007280,FALSE,10,10,NA,NA,0.5,0.5
729,30007290,FALSE,10,10,NA,NA,0.5,0.5
730,30007300,FALSE,NA,10,NA,NA,0.5,0.5
731,30007310,FALSE,9,7,NA,NA,0.5,0.5
732,30007320,FALSE,NA,10,NA,NA,0.5,0.5
733,30007330,FALSE,8,8,NA,NA,0.5,0.5
734,30007340,FALSE,1,8,NA,NA,0.5,0.5
735,30007350,FALSE,9,10,NA,NA,0.5,0.5
736,30007360,FALSE,7,7,NA,NA,0.5,0.5
737,30007370,FALSE,8,8,NA,NA,0.5,0.5
738,30007380,FALSE,6,8,NA,NA,0.5,0.5
739,30007390,FALSE,4,5,NA,NA,0.5,0.5
740,30007400,FALSE,10,10,NA,NA,0.5,0.5
741,30007410,FALSE,5,10,NA,NA,0.5,0.5
742,30007420,FALSE,10,10,NA,NA,0.5,0.5
743,30007430,FALSE,5,5,NA,NA,0.5,0.5
744,30007440,FALSE,10,9,NA,NA,0.5,0.5
745,30007450,FALSE,10,10,NA,NA,0.5,0.5
746,30007460,FALSE,8,10,NA,NA,0.5,0.5
747,30007470,FALSE,10,10,NA,NA,0.5,0.5
748,30007480,FALSE,9,10,NA,NA,0.5,0.5
749,30007490,FALSE,8,8,NA,NA,0.5,0.5
750,30007500,FALSE,6,6,NA,NA,0.5,0.5
751,30007510,FALSE,7,6,NA,NA,0.5,0.5
752,30007520,FALSE,10,10,NA,NA,0.5,0.5
753,30007530,FALSE,9,0,NA,NA,0.5,0.5
754,30007540,FALSE,10,0,NA,NA,0.5,0.5
755,30007550,FALSE,4,7,NA,NA,0.5,0.5
756,30007560,FALSE,10,10,NA,NA,0.5,0.5
757,30007570,FALSE,10,9,NA,NA,0.5,0.5
758,30007580,FALSE,9,6,NA,NA,0.5,0.5
759,30007590,FALSE,8,8,NA,NA,0.5,0.5
760,30007600,FALSE,NA,NA,NA,NA,0.5,0.5
761,30007610,FALSE,5,5,NA,NA,0.5,0.5
762,30007620,FALSE,9,10,NA,NA,0.5,0.5
763,30007630,FALSE,7,7,NA,NA,0.5,0.5
764,30007640,FALSE,9,8,NA,NA,0.5,0.5
765,30007650,FALSE,8,8,NA,NA,0.5,0.5
766,30007660,FALSE,5,5,NA,NA,0.5,0.5
767,30007670,FALSE,10,3,NA,NA,0.5,0.5
768,30007680,FALSE,8,10,NA,NA,0.5,0.5
769,30007690,FALSE,5,10,NA,NA,0.5,0.5
770,30007700,FALSE,10,5,NA,NA,0.5,0.5
771,30007710,FALSE,10,6,NA,NA,0.5,0.5
772,30007720,FALSE,10,10,NA,NA,0.5,0.5
773,30007730,FALSE,5,10,NA,NA,0.5,0.5
774,30007740,FALSE,10,8,NA,NA,0.5,0.5
775,30007750,FALSE,8,10,NA,NA,0.5,0.5
776,30007760,FALSE,10,2,NA,NA,0.5,0.5
777,30007770,FALSE,6,9,NA,NA,0.5,0.5
778,30007780,FALSE,5,8,NA,NA,0.5,0.5
779,30007790,FALSE,7,5,NA,NA,0.5,0.5
780,30007800,FALSE,10,10,NA,NA,0.5,0.5
781,30007810,FALSE,10,10,NA,NA,0.5,0.5
782,30007820,FALSE,8,5,NA,NA,0.5,0.5
783,30007830,FALSE,10,7,NA,NA,0.5,0.5
784,30007840,FALSE,8,7,NA,NA,0.5,0.5
785,30007850,FALSE,5,10,NA,NA,0.5,0.5
786,30007860,FALSE,10,10,NA,NA,0.5,0.5
787,30007870,FALSE,10,10,NA,NA,0.5,0.5
788,30007880,FALSE,10,5,NA,NA,0.5,0.5
789,30007890,FALSE,10,10,NA,NA,0.5,0.5
790,30007900,FALSE,5,10,NA,NA,0.5,0.5
791,30007910,FALSE,10,10,NA,NA,0.5,0.5
792,30007920,FALSE,8,8,NA,NA,0.5,0.5
793,30007930,FALSE,10,10,NA,NA,0.5,0.5
794,30007940,FALSE,8,8,NA,NA,0.5,0.5
795,30007950,FALSE,NA,10,NA,NA,0.5,0.5
796,30007960,FALSE,7,6,NA,NA,0.5,0.5
797,30007970,FALSE,5,5,NA,NA,0.5,0.5
798,30007980,FALSE,9,8,NA,NA,0.5,0.5
799,30007990,FALSE,NA,10,NA,NA,0.5,0.5
800,30008000,FALSE,8,8,NA,NA,0.5,0.5
801,30008010,FALSE,10,10,NA,NA,0.5,0.5
802,30008020,FALSE,9,9,NA,NA,0.5,0.5
803,30008030,FALSE,8,10,NA,NA,0.5,0.5
804,30008040,FALSE,10,10,NA,NA,0.5,0.5
805,30008050,FALSE,8,10,NA,NA,0.5,0.5
806,30008060,FALSE,5,10,NA,NA,0.5,0.5
807,30008070,FALSE,10,10,NA,NA,0.5,0.5
808,30008080,FALSE,10,10,NA,NA,0.5,0.5
809,30008090,FALSE,NA,8,NA,NA,0.5,0.5
810,30008100,FALSE,10,10,NA,NA,0.5,0.5
811,30008110,FALSE,8,10,NA,NA,0.5,0.5
812,30008120,FALSE,10,10,NA,NA,0.5,0.5
813,30008130,FALSE,8,5,NA,NA,0.5,0.5
814,30008140,FALSE,10,10,NA,NA,0.5,0.5
815,30008150,FALSE,NA,5,NA,NA,0.5,0.5
816,30008160,FALSE,8,6,NA,NA,0.5,0.5
817,30008170,FALSE,6,4,NA,NA,0.5,0.5
818,30008180,FALSE,7,10,NA,NA,0.5,0.5
819,30008190,FALSE,7,10,NA,NA,0.5,0.5
820,30008200,FALSE,0,9,NA,NA,0.5,0.5
821,30008210,FALSE,5,10,NA,NA,0.5,0.5
822,30008220,FALSE,9,10,NA,NA,0.5,0.5
823,30008230,FALSE,7,10,NA,NA,0.5,0.5
824,30008240,FALSE,10,10,NA,NA,0.5,0.5
825,30008250,FALSE,8,8,NA,NA,0.5,0.5
826,30008260,FALSE,NA,8,NA,NA,0.5,0.5
827,30008270,FALSE,9,8,NA,NA,0.5,0.5
828,30008280,FALSE,10,10,NA,NA,0.5,0.5
829,30008290,FALSE,10,8,NA,NA,0.5,0.5
830,30008300,FALSE,5,7,NA,NA,0.5,0.5
831,30008310,FALSE,8,5,NA,NA,0.5,0.5
832,30008320,FALSE,7,7,NA,NA,0.5,0.5
833,30008330,FALSE,10,10,NA,NA,0.5,0.5
834,30008340,FALSE,10,10,NA,NA,0.5,0.5
835,30008350,FALSE,10,10,NA,NA,0.5,0.5
836,30008360,FALSE,10,10,NA,NA,0.5,0.5
837,30008370,FALSE,10,10,NA,NA,0.5,0.5
838,30008380,FALSE,7,8,NA,NA,0.5,0.5
839,30008390,FALSE,10,10,NA,NA,0.5,0.5
840,30008400,FALSE,0,10,NA,NA,0.5,0.5
841,30008410,FALSE,10,10,NA,NA,0.5,0.5
842,30008420,FALSE,NA,10,NA,NA,0.5,0.5
843,30008430,FALSE,5,6,NA,NA,0.5,0.5
844,30008440,FALSE,10,10,NA,NA,0.5,0.5
845,30008450,FALSE,10,8,NA,NA,0.5,0.5
846,30008460,FALSE,5,10,NA,NA,0.5,0.5
847,30008470,FALSE,8,8,NA,NA,0.5,0.5
848,30008480,FALSE,10,10,NA,NA,0.5,0.5
849,30008490,FALSE,10,8,NA,NA,0.5,0.5
850,30008500,FALSE,8,7,NA,NA,0.5,0.5
851,30008510,FALSE,9,9,NA,NA,0.5,0.5
852,30008520,FALSE,10,10,NA,NA,0.5,0.5
853,30008530,FALSE,5,10,NA,NA,0.5,0.5
854,30008540,FALSE,9,10,NA,NA,0.5,0.5
855,30008550,FALSE,5,8,NA,NA,0.5,0.5
856,30008560,FALSE,9,8,NA,NA,0.5,0.5
857,30008570,FALSE,5,NA,NA,NA,0.5,0.5
858,30008580,FALSE,9,9,NA,NA,0.5,0.5
859,30008590,FALSE,10,8,NA,NA,0.5,0.5
860,30008600,FALSE,7,8,NA,NA,0.5,0.5
861,30008610,FALSE,7,7,NA,NA,0.5,0.5
862,30008620,FALSE,3,5,NA,NA,0.5,0.5
863,30008630,FALSE,10,6,NA,NA,0.5,0.5
864,30008640,FALSE,NA,5,NA,NA,0.5,0.5
865,30008650,FALSE,7,9,NA,NA,0.5,0.5
866,30008660,FALSE,5,10,NA,NA,0.5,0.5
867,30008670,FALSE,5,4,NA,NA,0.5,0.5
868,30008680,FALSE,7,7,NA,NA,0.5,0.5
869,30008690,FALSE,8,10,NA,NA,0.5,0.5
870,30008700,FALSE,5,8,NA,NA,0.5,0.5
871,30008710,FALSE,5,6,NA,NA,0.5,0.5
872,30008720,FALSE,8,10,NA,NA,0.5,0.5
873,30008730,FALSE,8,8,NA,NA,0.5,0.5
874,30008740,FALSE,8,9,NA,NA,0.5,0.5
875,30008750,FALSE,10,8,NA,NA,0.5,0.5
876,30008760,FALSE,7,8,NA,NA,0.5,0.5
877,30008770,FALSE,10,10,NA,NA,0.5,0.5
878,30008780,FALSE,8,9,NA,NA,0.5,0.5
879,30008790,FALSE,10,8,NA,NA,0.5,0.5
880,30008800,FALSE,9,10,NA,NA,0.5,0.5
881,30008810,FALSE,7,5,NA,NA,0.5,0.5
882,30008820,FALSE,10,5,NA,NA,0.5,0.5
883,30008830,FALSE,8,7,NA,NA,0.5,0.5
884,30008840,FALSE,5,9,NA,NA,0.5,0.5
885,30008850,FALSE,8,8,NA,NA,0.5,0.5
886,30008860,FALSE,8,6,NA,NA,0.5,0.5
887,30008870,FALSE,5,5,NA,NA,0.5,0.5
888,30008880,FALSE,3,5,NA,NA,0.5,0.5
889,30008890,FALSE,8,7,NA,NA,0.5,0.5
890,30008900,FALSE,5,8,NA,NA,0.5,0.5
891,30008910,FALSE,10,10,NA,NA,0.5,0.5
892,30008920,FALSE,9,7,NA,NA,0.5,0.5
893,30008930,FALSE,5,0,NA,NA,0.5,0.5
894,30008940,FALSE,8,9,NA,NA,0.5,0.5
895,30008950,FALSE,10,10,NA,NA,0.5,0.5
896,30008960,FALSE,5,10,NA,NA,0.5,0.5
897,30008970,FALSE,8,10,NA,NA,0.5,0.5
898,30008980,FALSE,10,10,NA,NA,0.5,0.5
899,30008990,FALSE,10,10,NA,NA,0.5,0.5
900,30009000,FALSE,7,8,NA,NA,0.5,0.5
901,30009010,FALSE,10,10,NA,NA,0.5,0.5
902,30009020,FALSE,10,9,NA,NA,0.5,0.5
903,30009030,FALSE,10,10,NA,NA,0.5,0.5
904,30009040,FALSE,10,9,NA,NA,0.5,0.5
905,30009050,FALSE,5,5,NA,NA,0.5,0.5
906,30009060,FALSE,8,10,NA,NA,0.5,0.5
907,30009070,FALSE,NA,10,NA,NA,0.5,0.5
908,30009080,FALSE,6,6,NA,NA,0.5,0.5
909,30009090,FALSE,5,5,NA,NA,0.5,0.5
910,30009100,FALSE,8,5,NA,NA,0.5,0.5
911,30009110,FALSE,10,10,NA,NA,0.5,0.5
912,30009120,FALSE,2,5,NA,NA,0.5,0.5
913,30009130,FALSE,9,9,NA,NA,0.5,0.5
914,30009140,FALSE,8,5,NA,NA,0.5,0.5
915,30009150,FALSE,10,9,NA,NA,0.5,0.5
916,30009160,FALSE,3,9,NA,NA,0.5,0.5
917,30009170,FALSE,9,5,NA,NA,0.5,0.5
918,30009180,FALSE,9,8,NA,NA,0.5,0.5
919,30009190,FALSE,5,5,NA,NA,0.5,0.5
920,30009200,FALSE,10,8,NA,NA,0.5,0.5
921,30009210,FALSE,8,8,NA,NA,0.5,0.5
922,30009220,FALSE,8,8,NA,NA,0.5,0.5
923,30009230,FALSE,10,10,NA,NA,0.5,0.5
924,30009240,FALSE,10,7,NA,NA,0.5,0.5
925,30009250,FALSE,5,10,NA,NA,0.5,0.5
926,30009260,FALSE,10,10,NA,NA,0.5,0.5
927,30009270,FALSE,10,10,NA,NA,0.5,0.5
928,30009280,FALSE,10,10,NA,NA,0.5,0.5
929,30009290,FALSE,9,10,NA,NA,0.5,0.5
930,30009300,FALSE,9,5,NA,NA,0.5,0.5
931,30009310,FALSE,NA,8,NA,NA,0.5,0.5
932,30009320,FALSE,5,6,NA,NA,0.5,0.5
933,30009330,FALSE,10,10,NA,NA,0.5,0.5
934,30009340,FALSE,10,10,NA,NA,0.5,0.5
935,30009350,FALSE,10,10,NA,NA,0.5,0.5
936,30009360,FALSE,10,10,NA,NA,0.5,0.5
937,30009370,FALSE,7,5,NA,NA,0.5,0.5
938,30009380,FALSE,10,10,NA,NA,0.5,0.5
939,30009390,FALSE,10,5,NA,NA,0.5,0.5
940,30009400,FALSE,10,10,NA,NA,0.5,0.5
941,30009410,FALSE,9,8,NA,NA,0.5,0.5
942,30009420,FALSE,10,10,NA,NA,0.5,0.5
943,30009430,FALSE,7,7,NA,NA,0.5,0.5
944,30009440,FALSE,NA,NA,NA,NA,0.5,0.5
945,30009450,FALSE,8,4,NA,NA,0.5,0.5
946,30009460,FALSE,8,9,NA,NA,0.5,0.5
947,30009470,FALSE,10,8,NA,NA,0.5,0.5
948,30009480,FALSE,10,0,NA,NA,0.5,0.5
949,30009490,FALSE,8,10,NA,NA,0.5,0.5
950,30009500,FALSE,10,10,NA,NA,0.5,0.5
951,30009510,FALSE,5,6,NA,NA,0.5,0.5
952,30009520,FALSE,8,5,NA,NA,0.5,0.5
953,30009530,FALSE,10,10,NA,NA,0.5,0.5
954,30009540,FALSE,2,10,NA,NA,0.5,0.5
955,30009550,FALSE,10,8,NA,NA,0.5,0.5
956,30009560,FALSE,10,10,NA,NA,0.5,0.5
957,30009570,FALSE,10,5,NA,NA,0.5,0.5
958,30009580,FALSE,8,8,NA,NA,0.5,0.5
959,30009590,FALSE,0,5,NA,NA,0.5,0.5
960,30009600,FALSE,5,10,NA,NA,0.5,0.5
961,30009610,FALSE,5,5,NA,NA,0.5,0.5
962,30009620,FALSE,5,10,NA,NA,0.5,0.5
963,30009630,FALSE,8,8,NA,NA,0.5,0.5
964,30009640,FALSE,10,8,NA,NA,0.5,0.5
965,30009650,FALSE,5,8,NA,NA,0.5,0.5
966,30009660,FALSE,6,6,NA,NA,0.5,0.5
967,30009670,FALSE,10,10,NA,NA,0.5,0.5
968,30009680,FALSE,10,7,NA,NA,0.5,0.5
969,30009690,FALSE,10,10,NA,NA,0.5,0.5
970,30009700,FALSE,10,5,NA,NA,0.5,0.5
971,30009710,FALSE,7,8,NA,NA,0.5,0.5
972,30009720,FALSE,10,10,NA,NA,0.5,0.5
973,30009730,FALSE,7,10,NA,NA,0.5,0.5
974,30009740,FALSE,10,5,NA,NA,0.5,0.5
975,30009750,FALSE,5,10,NA,NA,0.5,0.5
976,30009760,FALSE,9,9,NA,NA,0.5,0.5
977,30009770,FALSE,10,10,NA,NA,0.5,0.5
978,30009780,FALSE,5,5,NA,NA,0.5,0.5
979,30009790,FALSE,8,5,NA,NA,0.5,0.5
980,30009800,FALSE,NA,5,NA,NA,0.5,0.5
981,30009810,FALSE,6,8,NA,NA,0.5,0.5
982,30009820,FALSE,8,10,NA,NA,0.5,0.5
983,30009830,FALSE,NA,10,NA,NA,0.5,0.5
984,30009840,FALSE,7,8,NA,NA,0.5,0.5
985,30009850,FALSE,7,8,NA,NA,0.5,0.5
986,30009860,FALSE,10,5,NA,NA,0.5,0.5
987,30009870,FALSE,7,6,NA,NA,0.5,0.5
