reference_id,poll_id,kind,title,url,local_artifact_id,accessed,notes
us-btp-general-election-2004-material-7af1872d80219bc0-btp-general-election-2004,btp-general-election-2004,codebook,Rosetta Stone,,material-7af1872d80219bc0-btp-general-election-2004,2026-09-24,Existing repository source: data/shared/codebooks/rosetta_stone/rosetta-stone.xls
us-btp-presidential-primaries-2004-material-7af1872d80219bc0-btp-presidential-primaries-2004,btp-presidential-primaries-2004,codebook,Rosetta Stone,,material-7af1872d80219bc0-btp-presidential-primaries-2004,2026-09-24,Existing repository source: data/shared/codebooks/rosetta_stone/rosetta-stone.xls
us-san-mateo-2008-material-7af1872d80219bc0-san-mateo-2008,san-mateo-2008,codebook,Rosetta Stone,,material-7af1872d80219bc0-san-mateo-2008,2026-09-24,Existing repository source: data/shared/codebooks/rosetta_stone/rosetta-stone.xls
us-btp-health-education-2005-material-7af1872d80219bc0-btp-health-education-2005,btp-health-education-2005,codebook,Rosetta Stone,,material-7af1872d80219bc0-btp-health-education-2005,2026-09-24,Existing repository source: data/shared/codebooks/rosetta_stone/rosetta-stone.xls
us-wtu-1996-material-7af1872d80219bc0-wtu-1996,wtu-1996,codebook,Rosetta Stone,,material-7af1872d80219bc0-wtu-1996,2026-09-24,Existing repository source: data/shared/codebooks/rosetta_stone/rosetta-stone.xls
us-nic-1996-material-7af1872d80219bc0-nic-1996,nic-1996,codebook,Rosetta Stone,,material-7af1872d80219bc0-nic-1996,2026-09-24,Existing repository source: data/shared/codebooks/rosetta_stone/rosetta-stone.xls
us-swepco-1996-material-7af1872d80219bc0-swepco-1996,swepco-1996,codebook,Rosetta Stone,,material-7af1872d80219bc0-swepco-1996,2026-09-24,Existing repository source: data/shared/codebooks/rosetta_stone/rosetta-stone.xls
us-cpl-1996-material-7731a4ce1a2d98a7-cpl-1996,cpl-1996,research-design,Appendix - Poll Details- 5-18-14--e,,material-7731a4ce1a2d98a7-cpl-1996,2026-09-24,Existing repository source: data/shared/design/poll_details/appendix-poll-details-5-18-14-e.docx
us-new-haven-2004-material-7731a4ce1a2d98a7-new-haven-2004,new-haven-2004,research-design,Appendix - Poll Details- 5-18-14--e,,material-7731a4ce1a2d98a7-new-haven-2004,2026-09-24,Existing repository source: data/shared/design/poll_details/appendix-poll-details-5-18-14-e.docx
us-nic2-2003-material-7731a4ce1a2d98a7-nic2-2003,nic2-2003,research-design,Appendix - Poll Details- 5-18-14--e,,material-7731a4ce1a2d98a7-nic2-2003,2026-09-24,Existing repository source: data/shared/design/poll_details/appendix-poll-details-5-18-14-e.docx
us-btp-national-2003-material-7731a4ce1a2d98a7-btp-national-2003,btp-national-2003,research-design,Appendix - Poll Details- 5-18-14--e,,material-7731a4ce1a2d98a7-btp-national-2003,2026-09-24,Existing repository source: data/shared/design/poll_details/appendix-poll-details-5-18-14-e.docx
us-btp-general-election-2004-material-7731a4ce1a2d98a7-btp-general-election-2004,btp-general-election-2004,research-design,Appendix - Poll Details- 5-18-14--e,,material-7731a4ce1a2d98a7-btp-general-election-2004,2026-09-24,Existing repository source: data/shared/design/poll_details/appendix-poll-details-5-18-14-e.docx
us-btp-presidential-primaries-2004-material-7731a4ce1a2d98a7-btp-presidential-primaries-2004,btp-presidential-primaries-2004,research-design,Appendix - Poll Details- 5-18-14--e,,material-7731a4ce1a2d98a7-btp-presidential-primaries-2004,2026-09-24,Existing repository source: data/shared/design/poll_details/appendix-poll-details-5-18-14-e.docx
us-san-mateo-2008-material-7731a4ce1a2d98a7-san-mateo-2008,san-mateo-2008,research-design,Appendix - Poll Details- 5-18-14--e,,material-7731a4ce1a2d98a7-san-mateo-2008,2026-09-24,Existing repository source: data/shared/design/poll_details/appendix-poll-details-5-18-14-e.docx
us-btp-health-education-2005-material-7731a4ce1a2d98a7-btp-health-education-2005,btp-health-education-2005,research-design,Appendix - Poll Details- 5-18-14--e,,material-7731a4ce1a2d98a7-btp-health-education-2005,2026-09-24,Existing repository source: data/shared/design/poll_details/appendix-poll-details-5-18-14-e.docx
us-wtu-1996-material-7731a4ce1a2d98a7-wtu-1996,wtu-1996,research-design,Appendix - Poll Details- 5-18-14--e,,material-7731a4ce1a2d98a7-wtu-1996,2026-09-24,Existing repository source: data/shared/design/poll_details/appendix-poll-details-5-18-14-e.docx
us-nic-1996-material-7731a4ce1a2d98a7-nic-1996,nic-1996,research-design,Appendix - Poll Details- 5-18-14--e,,material-7731a4ce1a2d98a7-nic-1996,2026-09-24,Existing repository source: data/shared/design/poll_details/appendix-poll-details-5-18-14-e.docx
us-swepco-1996-material-7731a4ce1a2d98a7-swepco-1996,swepco-1996,research-design,Appendix - Poll Details- 5-18-14--e,,material-7731a4ce1a2d98a7-swepco-1996,2026-09-24,Existing repository source: data/shared/design/poll_details/appendix-poll-details-5-18-14-e.docx
us-cpl-1996-material-eabf0fc4da9a721a-cpl-1996,cpl-1996,paper,Deliberative Polling and Policy Outcomes: Electric Utility Issues in Texas,,material-eabf0fc4da9a721a-cpl-1996,2026-09-24,Existing repository source: data/shared/papers/utilities-paper.pdf
us-wtu-1996-material-eabf0fc4da9a721a-wtu-1996,wtu-1996,paper,Deliberative Polling and Policy Outcomes: Electric Utility Issues in Texas,,material-eabf0fc4da9a721a-wtu-1996,2026-09-24,Existing repository source: data/shared/papers/utilities-paper.pdf
us-swepco-1996-material-eabf0fc4da9a721a-swepco-1996,swepco-1996,paper,Deliberative Polling and Policy Outcomes: Electric Utility Issues in Texas,,material-eabf0fc4da9a721a-swepco-1996,2026-09-24,Existing repository source: data/shared/papers/utilities-paper.pdf
us-cpl-1996-material-d74cf3d2a3e6254d-cpl-1996,cpl-1996,questionnaire,"Texas utility instrument compendium: Entergy, HL&P, SPS and TU",,material-d74cf3d2a3e6254d-cpl-1996,2026-09-24,"57-page compendium: Entergy pp. 1–8; HL&P pp. 9–29; SPS pp. 30–38; TU pp. 39–57 (versions start on pp. 39 and 51). No verified CPL, WTU or SWEPCO section; retain as related evidence without transferring codes or answer keys."
us-wtu-1996-material-d74cf3d2a3e6254d-wtu-1996,wtu-1996,questionnaire,"Texas utility instrument compendium: Entergy, HL&P, SPS and TU",,material-d74cf3d2a3e6254d-wtu-1996,2026-09-24,"57-page compendium: Entergy pp. 1–8; HL&P pp. 9–29; SPS pp. 30–38; TU pp. 39–57 (versions start on pp. 39 and 51). No verified CPL, WTU or SWEPCO section; retain as related evidence without transferring codes or answer keys."
us-swepco-1996-material-d74cf3d2a3e6254d-swepco-1996,swepco-1996,questionnaire,"Texas utility instrument compendium: Entergy, HL&P, SPS and TU",,material-d74cf3d2a3e6254d-swepco-1996,2026-09-24,"57-page compendium: Entergy pp. 1–8; HL&P pp. 9–29; SPS pp. 30–38; TU pp. 39–57 (versions start on pp. 39 and 51). No verified CPL, WTU or SWEPCO section; retain as related evidence without transferring codes or answer keys."
us-cpl-1996-material-ee96cf90494a2ada-cpl-1996,cpl-1996,event-report,Listening to Customers: Texas renewable energy and Deliberative Polling,,material-ee96cf90494a2ada-cpl-1996,2026-09-24,Existing repository source: data/shared/reports/utilities-nrel-report.pdf
us-wtu-1996-material-ee96cf90494a2ada-wtu-1996,wtu-1996,event-report,Listening to Customers: Texas renewable energy and Deliberative Polling,,material-ee96cf90494a2ada-wtu-1996,2026-09-24,Existing repository source: data/shared/reports/utilities-nrel-report.pdf
us-swepco-1996-material-ee96cf90494a2ada-swepco-1996,swepco-1996,event-report,Listening to Customers: Texas renewable energy and Deliberative Polling,,material-ee96cf90494a2ada-swepco-1996,2026-09-24,Existing repository source: data/shared/reports/utilities-nrel-report.pdf
us-nic-1996-material-26f8e4dfcdba7271-nic-1996,nic-1996,questionnaire,National Issues Convention self-administered questionnaire (Gold),,material-26f8e4dfcdba7271-nic-1996,2026-09-24,Existing repository source: data/nic-1996/questionnaires/nic-questionnaire.pdf
us-btp-health-education-2005-material-a5ff547ec303d781-btp-health-education-2005,btp-health-education-2005,questionnaire,By the People health and education questionnaire,,material-a5ff547ec303d781-btp-health-education-2005,2026-09-24,Existing repository source: data/btp-health-education-2005/questionnaires/btp-health-education-questionnaire.pdf
us-btp-health-education-2005-material-e60d75d559b532ae-btp-health-education-2005,btp-health-education-2005,event-report,By the People health and education results,,material-e60d75d559b532ae-btp-health-education-2005,2026-09-24,Existing repository source: data/btp-health-education-2005/reports/btp-health-education-results.pdf
us-san-mateo-2008-material-4ee886368a2d2e44-san-mateo-2008,san-mateo-2008,briefing-material,Countywide Assembly on Housing Choices: briefing materials,,material-4ee886368a2d2e44-san-mateo-2008,2026-09-24,Existing repository source: data/san-mateo-2008/briefing-materials/san-mateo-briefing.pdf
us-nic2-2003-material-dd722fd627b2e9f0-nic2-2003,nic2-2003,event-report,Informed Public Opinion About Foreign Policy: The Uses of Deliberative Polling,,material-dd722fd627b2e9f0-nic2-2003,2026-09-24,"Existing repository source: data/shared/papers/foreign-policy-paper.pdf; Brookings Review commentary/report of NIC II, not an empirical online-poll paper; existing catalog classification requires review."
us-btp-national-2003-material-dd722fd627b2e9f0-btp-national-2003,btp-national-2003,event-report,Informed Public Opinion About Foreign Policy: The Uses of Deliberative Polling,,material-dd722fd627b2e9f0-btp-national-2003,2026-09-24,"Existing repository source: data/shared/papers/foreign-policy-paper.pdf; Brookings Review commentary/report of NIC II, not an empirical online-poll paper; existing catalog classification requires review."
us-btp-general-election-2004-material-6a7c1093a7155f60-btp-general-election-2004,btp-general-election-2004,event-report,Online deliberation in the 2004 general election,,material-6a7c1093a7155f60-btp-general-election-2004,2026-09-24,Existing repository source: data/btp-general-election-2004/reports/online-election-results.pdf
us-btp-2007-material-15325174029c8c47-btp-2007,btp-2007,event-report,By the People 2007 results,,material-15325174029c8c47-btp-2007,2026-09-24,Existing repository source: data/btp-2007/reports/btp-2007-results.pdf
us-california-whats-next-2011-material-0b2e0edeea3aca9c-california-whats-next-2011,california-whats-next-2011,event-report,What is Next California: final report,,material-0b2e0edeea3aca9c-california-whats-next-2011,2026-09-24,Existing repository source: data/california-whats-next-2011/reports/california-report.pdf
us-nic-1996-material-53315bd489de4e58-nic-1996,nic-1996,paper,"Deliberative Polling, Public Opinion, and Democracy: National Issues Convention",,material-53315bd489de4e58-nic-1996,2026-09-24,Existing repository source: data/nic-1996/papers/nic-paper.pdf
us-nic2-2003-material-7ad6c3c2eb5f0731-nic2-2003,nic2-2003,paper,Deliberation and Net Attitude Change,,material-7ad6c3c2eb5f0731-nic2-2003,2026-09-24,Existing repository source: data/shared/papers/deliberation-net-change-paper.pdf
us-btp-national-2003-material-7ad6c3c2eb5f0731-btp-national-2003,btp-national-2003,paper,Deliberation and Net Attitude Change,,material-7ad6c3c2eb5f0731-btp-national-2003,2026-09-24,Existing repository source: data/shared/papers/deliberation-net-change-paper.pdf
us-btp-online-primaries-2004-material-7ad6c3c2eb5f0731-btp-online-primaries-2004,btp-online-primaries-2004,paper,Deliberation and Net Attitude Change,,material-7ad6c3c2eb5f0731-btp-online-primaries-2004,2026-09-24,Existing repository source: data/shared/papers/deliberation-net-change-paper.pdf
us-btp-presidential-primaries-2004-material-7ad6c3c2eb5f0731-btp-presidential-primaries-2004,btp-presidential-primaries-2004,paper,Deliberation and Net Attitude Change,,material-7ad6c3c2eb5f0731-btp-presidential-primaries-2004,2026-09-24,Existing repository source: data/shared/papers/deliberation-net-change-paper.pdf
us-btp-general-election-2004-material-7ad6c3c2eb5f0731-btp-general-election-2004,btp-general-election-2004,paper,Deliberation and Net Attitude Change,,material-7ad6c3c2eb5f0731-btp-general-election-2004,2026-09-24,Existing repository source: data/shared/papers/deliberation-net-change-paper.pdf
us-san-mateo-2008-material-583e1dd46d32ddf7-san-mateo-2008,san-mateo-2008,event-report,San Mateo housing assembly results,,material-583e1dd46d32ddf7-san-mateo-2008,2026-09-24,Existing repository source: data/san-mateo-2008/reports/san-mateo-results.pdf
us-nic2-2003-material-e4be44c4c45bb8d6-nic2-2003,nic2-2003,questionnaire,NIC II face-to-face control questionnaire (T 2),,material-e4be44c4c45bb8d6-nic2-2003,2026-09-24,Existing repository source: data/nic2-2003/questionnaires/nic2-control-questionnaire.pdf
us-nic2-2003-material-1995d0d2d8096db1-nic2-2003,nic2-2003,questionnaire,NIC II face-to-face treatment questionnaire (T 2),,material-1995d0d2d8096db1-nic2-2003,2026-09-24,Existing repository source: data/nic2-2003/questionnaires/nic2-treatment-questionnaire.pdf
us-btp-national-2003-material-ea98e8b86f693edf-btp-national-2003,btp-national-2003,questionnaire,Foreign-policy online treatment and control follow-up,,material-ea98e8b86f693edf-btp-national-2003,2026-09-24,Existing repository source: data/btp-national-2003/questionnaires/btp-national-questionnaire.pdf
us-vermont-energy-2007-material-4710440da6eb03c4-vermont-energy-2007,vermont-energy-2007,event-report,Deliberative Polling on Vermont's Energy Future,,material-4710440da6eb03c4-vermont-energy-2007,2026-09-24,Existing repository source: data/vermont-energy-2007/reports/vermont-final-report.pdf
us-michigan-2009-material-bb554247c8bade38-michigan-2009,michigan-2009,event-report,"By the People: Hard Times, Hard Choices",,material-bb554247c8bade38-michigan-2009,2026-09-24,Existing repository source: data/michigan-2009/reports/michigan-final-report.pdf
us-america-in-one-room-2019-material-f937811041f72f6f-america-in-one-room-2019,america-in-one-room-2019,paper,Is Deliberation an Antidote to Extreme Partisan Polarization?,,material-f937811041f72f6f-america-in-one-room-2019,2026-09-24,Existing repository source: data/america-in-one-room-2019/papers/a1 r-2019-paper.pdf
us-a1r-climate-2021-material-76ae7185d1d8b5db-a1r-climate-2021,a1r-climate-2021,paper,Scaling Dialogue for Democracy: Can Automated Deliberation Create More Deliberative Voters?,,material-76ae7185d1d8b5db-a1r-climate-2021,2026-09-24,Existing repository source: data/a1 r-climate-2021/papers/a 1 r-climate-paper.pdf
us-a1r-climate-2021-material-c798742af8d64fbb-a1r-climate-2021,a1r-climate-2021,research-design,America in One Room Climate and Energy: AmeriSpeak project report,,material-c798742af8d64fbb-a1r-climate-2021,2026-09-24,Existing repository source: data/a1 r-climate-2021/design/a 1 r-climate-methods.pdf
us-a1r-climate-2021-material-041ca9052fe2cfc6-a1r-climate-2021,a1r-climate-2021,briefing-material,America in One Room Climate and Energy: briefing document,,material-041ca9052fe2cfc6-a1r-climate-2021,2026-09-24,Existing repository source: data/a1 r-climate-2021/briefing-materials/a 1 r-climate-briefing.pdf
us-a1r-climate-2021-material-8373611151769a55-a1r-climate-2021,a1r-climate-2021,event-report,America in One Room Climate and Energy: knowledge gains,,material-8373611151769a55-a1r-climate-2021,2026-09-24,Existing repository source: data/a1 r-climate-2021/reports/a 1 r-climate-knowledge.pdf
us-america-in-one-room-2019-oos-a1r-codebook,america-in-one-room-2019,codebook,america-in-one-room-2019: a 1 r_codebook.tab,,oos-a1r-codebook,2026-09-24,Existing repository source: data/america-in-one-room-2019/codebooks/a1 r_codebook.tab
us-america-in-one-room-2019-oos-a1r-code,america-in-one-room-2019,codebook,america-in-one-room-2019: a 1 r_code.docx,,oos-a1r-code,2026-09-24,Existing repository source: data/america-in-one-room-2019/codebooks/a1 r_code.docx
us-a1r-climate-2021-oos-climate-results,a1r-climate-2021,event-report,a 1 r-climate-2021: climate_results.pdf,,oos-climate-results,2026-09-24,Existing repository source: data/a1 r-climate-2021/reports/climate_results.pdf
us-btp-presidential-primaries-2004-cdd-btp-presidential-primaries-2004-survey-variables,btp-presidential-primaries-2004,codebook,variables,,cdd-btp-presidential-primaries-2004-survey-variables,2026-09-24,"Existing repository source: data/btp-presidential-primaries-2004/variables.csv; Machine-extracted source variable/value labels, not a complete authored codebook."
us-btp-presidential-primaries-2004-cdd-btp-presidential-primaries-2004-survey-value-labels,btp-presidential-primaries-2004,codebook,value-labels,,cdd-btp-presidential-primaries-2004-survey-value-labels,2026-09-24,"Existing repository source: data/btp-presidential-primaries-2004/value-labels.csv; Machine-extracted source variable/value labels, not a complete authored codebook."
us-nic2-2003-cdd-nic2-2003-survey-variables,nic2-2003,codebook,variables,,cdd-nic2-2003-survey-variables,2026-09-24,"Existing repository source: data/nic2-2003/variables.csv; Machine-extracted source variable/value labels, not a complete authored codebook."
us-nic2-2003-cdd-nic2-2003-survey-value-labels,nic2-2003,codebook,value-labels,,cdd-nic2-2003-survey-value-labels,2026-09-24,"Existing repository source: data/nic2-2003/value-labels.csv; Machine-extracted source variable/value labels, not a complete authored codebook."
us-nic2-2003-cdd-nic2-2003-survey-historical-ids,nic2-2003,codebook,historical-ids,,cdd-nic2-2003-survey-historical-ids,2026-09-24,"Existing repository source: data/nic2-2003/historical-ids.csv; Administrative crosswalk, not substantive questionnaire documentation."
us-btp-presidential-primaries-2004-cdd-btp-presidential-primaries-2004-survey-historical-group-order-csv,btp-presidential-primaries-2004,codebook,historical group order,,cdd-btp-presidential-primaries-2004-survey-historical-group-order-csv,2026-09-24,"Existing repository source: data/btp-presidential-primaries-2004/historical-group-order.csv; Administrative crosswalk, not substantive questionnaire documentation."
us-btp-presidential-primaries-2004-cdd-btp-presidential-primaries-2004-survey-source-materials-baseline-questionnaire-doc,btp-presidential-primaries-2004,questionnaire,baseline questionnaire,,cdd-btp-presidential-primaries-2004-survey-source-materials-baseline-questionnaire-doc,2026-09-24,Existing repository source: data/btp-presidential-primaries-2004/source-materials/baseline-questionnaire.doc
us-btp-presidential-primaries-2004-cdd-btp-presidential-primaries-2004-survey-source-materials-followup-questionnaire-doc,btp-presidential-primaries-2004,questionnaire,followup questionnaire,,cdd-btp-presidential-primaries-2004-survey-source-materials-followup-questionnaire-doc,2026-09-24,Existing repository source: data/btp-presidential-primaries-2004/source-materials/followup-questionnaire.doc
us-btp-presidential-primaries-2004-cdd-btp-presidential-primaries-2004-survey-source-materials-historical-recoding-txt,btp-presidential-primaries-2004,codebook,historical recoding,,cdd-btp-presidential-primaries-2004-survey-source-materials-historical-recoding-txt,2026-09-24,Existing repository source: data/btp-presidential-primaries-2004/source-materials/historical-recoding.txt
us-new-haven-2004-cdd-new-haven-2004-survey-historical-ids-csv,new-haven-2004,codebook,historical ids,,cdd-new-haven-2004-survey-historical-ids-csv,2026-09-24,"Existing repository source: data/new-haven-2004/historical-ids.csv; Administrative crosswalk, not substantive questionnaire documentation."
us-new-haven-2004-cdd-new-haven-2004-survey-source-materials-baseline-cati-txt,new-haven-2004,questionnaire,baseline cati,,cdd-new-haven-2004-survey-source-materials-baseline-cati-txt,2026-09-24,Existing repository source: data/new-haven-2004/source-materials/baseline-cati.txt
us-new-haven-2004-cdd-new-haven-2004-survey-source-materials-field-questionnaire-doc,new-haven-2004,questionnaire,field questionnaire,,cdd-new-haven-2004-survey-source-materials-field-questionnaire-doc,2026-09-24,Existing repository source: data/new-haven-2004/source-materials/field-questionnaire.doc
us-new-haven-2004-cdd-new-haven-2004-survey-source-materials-questionnaire-1-xls,new-haven-2004,questionnaire,questionnaire 1,,cdd-new-haven-2004-survey-source-materials-questionnaire-1-xls,2026-09-24,Existing repository source: data/new-haven-2004/source-materials/questionnaire-1.xls
us-new-haven-2004-cdd-new-haven-2004-survey-source-materials-questionnaire-2-xls,new-haven-2004,questionnaire,questionnaire 2,,cdd-new-haven-2004-survey-source-materials-questionnaire-2-xls,2026-09-24,Existing repository source: data/new-haven-2004/source-materials/questionnaire-2.xls
us-new-haven-2004-cdd-new-haven-2004-survey-value-labels-csv,new-haven-2004,codebook,value labels,,cdd-new-haven-2004-survey-value-labels-csv,2026-09-24,"Existing repository source: data/new-haven-2004/value-labels.csv; Machine-extracted source variable/value labels, not a complete authored codebook."
us-new-haven-2004-cdd-new-haven-2004-survey-variables-csv,new-haven-2004,codebook,variables,,cdd-new-haven-2004-survey-variables-csv,2026-09-24,"Existing repository source: data/new-haven-2004/variables.csv; Machine-extracted source variable/value labels, not a complete authored codebook."
us-btp-national-2003-cdd-btp-national-2003-survey-variables,btp-national-2003,codebook,National 2003 variables.csv,,cdd-btp-national-2003-survey-variables,2026-09-24,"Existing repository source: data/btp-national-2003/variables.csv; Machine-extracted source variable/value labels, not a complete authored codebook."
us-btp-national-2003-cdd-btp-national-2003-survey-value-labels,btp-national-2003,codebook,National 2003 value-labels.csv,,cdd-btp-national-2003-survey-value-labels,2026-09-24,"Existing repository source: data/btp-national-2003/value-labels.csv; Machine-extracted source variable/value labels, not a complete authored codebook."
us-america-in-one-room-2019-material-96ffcf2f21674cbf-america-in-one-room-2019,america-in-one-room-2019,briefing-material,America in One Room briefing booklet,,material-96ffcf2f21674cbf-america-in-one-room-2019,2026-09-24,Existing repository source: data/america-in-one-room-2019/briefing-materials/a1 r-2019-briefing.pdf
us-america-in-one-room-2019-material-c231aae89955d3d7-america-in-one-room-2019,america-in-one-room-2019,research-design,America in One Room NORC methodological report,,material-c231aae89955d3d7-america-in-one-room-2019,2026-09-24,Existing repository source: data/america-in-one-room-2019/design/a1 r-2019-norc-methods.pdf
us-america-in-one-room-2019-material-16c84a17f5152926-america-in-one-room-2019,america-in-one-room-2019,event-report,America in One Room executive summary,,material-16c84a17f5152926-america-in-one-room-2019,2026-09-24,Existing repository source: data/america-in-one-room-2019/reports/a1 r-2019-executive-summary.pdf
us-california-whats-next-2011-material-e989fb089d4108a1-california-whats-next-2011,california-whats-next-2011,briefing-material,What’s Next California participant guide,,material-e989fb089d4108a1-california-whats-next-2011,2026-09-24,Existing repository source: data/california-whats-next-2011/briefing-materials/california-participant-guide.pdf
us-california-whats-next-2011-material-5cb1d017f73d4742-california-whats-next-2011,california-whats-next-2011,paper,Deliberative Agenda Setting: Piloting Reform of Direct Democracy in California,,material-5cb1d017f73d4742-california-whats-next-2011,2026-09-24,Existing repository source: data/california-whats-next-2011/papers/deliberative-agenda-setting.pdf
us-michigan-2009-material-d84a83e52feff108-michigan-2009,michigan-2009,briefing-material,Hard Times Hard Choices briefing materials,,material-d84a83e52feff108-michigan-2009,2026-09-24,Existing repository source: data/michigan-2009/briefing-materials/michigan-participant-guide.pdf
us-vermont-energy-2007-material-47b6df15a654578f-vermont-energy-2007,vermont-energy-2007,briefing-material,Vermont’s Energy Future briefing materials,,material-47b6df15a654578f-vermont-energy-2007,2026-09-24,Existing repository source: data/vermont-energy-2007/briefing-materials/vermont-energy-briefing.pdf
us-btp-2007-material-37d5cbb761443373-btp-2007,btp-2007,briefing-material,Citizenship in 21st Century America briefing materials,,material-37d5cbb761443373-btp-2007,2026-09-24,Existing repository source: data/btp-2007/briefing-materials/citizenship-briefing.pdf
us-vermont-energy-2007-material-e64dd7d44feac2a2-vermont-energy-2007,vermont-energy-2007,paper,Taking it to the Streets: Innovative Public Engagement Process on Vermont’s Electricity Future,,material-e64dd7d44feac2a2-vermont-energy-2007,2026-09-24,Existing repository source: data/vermont-energy-2007/papers/taking-it-to-the-streets-2008.pdf
us-america-in-one-room-2019-a1r-2019-briefing,america-in-one-room-2019,briefing-material,America in One Room briefing booklet,https://drive.google.com/file/d/1ja0CIevtWjYVqnmvvHCKmrY-g4AkJbed/view,material-96ffcf2f21674cbf-america-in-one-room-2019,2026-09-24,Downloaded public source linked by Stanford event page.
us-america-in-one-room-2019-a1r-2019-norc-methods,america-in-one-room-2019,research-design,America in One Room NORC methodological report,https://drive.google.com/file/d/1A9LlJEN4vMmQ_ma6peEEfY4MT8WABHSo/view,material-c231aae89955d3d7-america-in-one-room-2019,2026-09-24,Downloaded public source linked by Stanford event page.
us-america-in-one-room-2019-a1r-2019-executive-summary,america-in-one-room-2019,event-report,America in One Room executive summary,https://drive.google.com/file/d/1mxM_4B42obgsZ-h_gR7ypYYOcV7GFE6e/view,material-16c84a17f5152926-america-in-one-room-2019,2026-09-24,Downloaded public source linked by Stanford event page.
us-california-whats-next-2011-california-participant-guide,california-whats-next-2011,briefing-material,What’s Next California participant guide,https://drive.google.com/file/d/11IXDrnAl67-zzf8Ca0HBrbYx6yjUNckH/view,material-e989fb089d4108a1-california-whats-next-2011,2026-09-24,Downloaded public source linked by Stanford event page.
us-california-whats-next-2011-deliberative-agenda-setting,california-whats-next-2011,paper,Deliberative Agenda Setting: Piloting Reform of Direct Democracy in California,https://drive.google.com/file/d/181NRBiYHZfURqG6KX6w8R2q3QjWOghPk/view,material-5cb1d017f73d4742-california-whats-next-2011,2026-09-24,Downloaded public source linked by Stanford event page.
us-michigan-2009-michigan-participant-guide,michigan-2009,briefing-material,Hard Times Hard Choices briefing materials,https://drive.google.com/file/d/1en2hu6wpXJYPvBVKdAJmgAERg2Zo_HV6/view,material-d84a83e52feff108-michigan-2009,2026-09-24,Downloaded public source linked by Stanford event page.
us-vermont-energy-2007-vermont-energy-briefing,vermont-energy-2007,briefing-material,Vermont’s Energy Future briefing materials,https://drive.google.com/file/d/1WLc-4uwAOQW-GDTxn7Ok9WZJIyDKoGS3/view,material-47b6df15a654578f-vermont-energy-2007,2026-09-24,Downloaded public source linked by Stanford event page.
us-btp-2007-citizenship-briefing,btp-2007,briefing-material,Citizenship in 21st Century America briefing materials,https://drive.google.com/file/d/1CVuZxka9s-oM84Piex0JwWu--xHTCANu/view,material-37d5cbb761443373-btp-2007,2026-09-24,Downloaded public source linked by Stanford event page.
us-vermont-energy-2007-taking-it-to-the-streets-2008,vermont-energy-2007,paper,Taking it to the Streets: Innovative Public Engagement Process on Vermont’s Electricity Future,https://www.aceee.org/files/proceedings/2008/data/papers/5_373.pdf,material-e64dd7d44feac2a2-vermont-energy-2007,2026-09-24,ACEEE 2008 Summer Study proceedings; primary author account of Vermont process.
us-california-whats-next-2011-deliberative-agenda-setting-appendix,california-whats-next-2011,research-design,Deliberative Agenda Setting: Online Appendix,https://drive.google.com/uc?export=download&id=11rG4YlB8z_lLTOTZ8G-fLOz92V7bwuhJ,material-b2154c788abf1656-california-whats-next-2011,2026-09-24,Public research source; content and title checked before registration.
us-btp-national-2003-refined-or-biased-opinions-2009,btp-national-2003,paper,"Wang and Siu (2009), Refined or Biased Opinions? Examining Self-selected Participation in Deliberation and Post-survey in On-line Deliberative Polls",http://www.asasrms.org/Proceedings/y2009/Files/400061.pdf,material-e603bbecfa97be6b-btp-national-2003,2026-09-24,ASA/AAPOR 2009 proceedings pp 6092–6106; full text checked. The official HTTPS endpoint has certificate hostname mismatch; the official HTTP endpoint served the PDF.
us-nic-1996-stanford-event,nic-1996,event-report,The National Issues Convention Deliberative Poll,https://deliberation.stanford.edu/national-issues-convention-deliberative-poll,,2026-09-24,Official event overview; page publication timestamp is not assumed to equal event date.
us-nic2-2003-stanford-event,nic2-2003,event-report,By The People: A National Issues Convention in Philadelphia,https://deliberation.stanford.edu/news/people-national-issues-convention-philadelphia,,2026-09-24,Official event overview; page publication timestamp is not assumed to equal event date.
us-btp-health-education-2005-stanford-event,btp-health-education-2005,event-report,By the People: A National Deliberation on Healthcare and Education,https://deliberation.stanford.edu/news/people-national-deliberation-healthcare-and-education,,2026-09-24,Official event overview; page publication timestamp is not assumed to equal event date.
us-btp-general-election-2004-stanford-event,btp-general-election-2004,event-report,Deliberative Polling on Foreign Policy and the 2004 Presidential Election,https://deliberation.stanford.edu/news/deliberative-pollingr-foreign-policy-and-2004-presidential-election,,2026-09-24,Official event overview; page publication timestamp is not assumed to equal event date.
us-btp-2007-stanford-event,btp-2007,event-report,Dialogues in Democracy: Citizenship in 21st Century America,https://deliberation.stanford.edu/news/dialogues-democracy-citizenship-21st-century-america,,2026-09-24,Official event overview; page publication timestamp is not assumed to equal event date.
us-vermont-energy-2007-stanford-event,vermont-energy-2007,event-report,Deliberative Polling on Vermont’s Energy Future,https://deliberation.stanford.edu/news/deliberative-pollingr-vermonts-energy-future,,2026-09-24,Official event overview; page publication timestamp is not assumed to equal event date.
