WEIGHT_CONTROL	WEIGHT_DELEGATE	POST	GROUP	CONDITION	Q1	Q2A	Q2B	Q2C	Q2D	Q2E	Q2F	Q2G	Q2H	Q2I	Q3A	Q3B	Q3C	Q3D	Q3E	Q3F	Q3G	Q3H	Q4A	Q4B	Q4C	Q4D	Q4E	Q4F	Q4G	Q4H	Q4I	Q4J	Q5A	Q5B	Q5C	Q5D	Q5E	Q5F	Q5G	Q5H	Q5I	Q5J	Q6A	Q6B	Q6C	Q6D	Q6E	Q6F	Q6G	Q6H	Q6I	Q6J	D1	D2D	D2R	D2I	LIBCONV	Q9_1	Q9_2	PK1	PK1TIME	PK2	PK2TIME	PK3	PK3TIME	PK4	PK4TIME	PK5	PK5TIME	PK6	PK6TIME	PK7	PK7TIME	T2Q1	T2Q2A	T2Q2B	T2Q2C	T2Q2D	T2Q2E	T2Q2F	T2Q2G	T2Q2H	T2Q2I	T2Q3A	T2Q3B	T2Q3C	T2Q3D	T2Q3E	T2Q3F	T2Q3G	T2Q3H	T2Q4A	T2Q4B	T2Q4C	T2Q4D	T2Q4E	T2Q4F	T2Q4G	T2Q4H	T2Q4I	T2Q4J	T2Q5A	T2Q5B	T2Q5C	T2Q5D	T2Q5E	T2Q5F	T2Q5G	T2Q5H	T2Q5I	T2Q5J	T2Q6A	T2Q6B	T2Q6C	T2Q6D	T2Q6E	T2Q6F	T2Q6G	T2Q6H	T2Q6I	T2Q6J	T2D1	T2D2D	T2D2R	T2D2I	T2LIBCONV	T2Q9_1	T2Q9_2	T2PK1	T2PK1TIME	T2PK2	T2PK2TIME	T2PK3	T2PK3TIME	T2PK4	T2PK4TIME	T2PK6	T2PK6TIME	T2PK5	T2PK5TIME	T2PK7	T2PK7TIME	PARTYID3	T2PARTYID3	GENDER	AGE	AGE4	RACETHNICITY	EDUC4
" "	"0.727367528"	1	"21"	1	5	10	10	5	5	5	10	0	0	10	5	5	5	10	5	0	0	5	5	5	5	10	0	5	5	5	0	0	10	0	0	0	10	0	0	0	10	8	5	5	5	10	5	0	0	0	5	0	2	" "	"2"	" "	6	10	65	77	8	77	2	77	4	4	7	4	16	3	8	4	8	"2"	"3"	"7"	"5"	"6"	"3"	"10"	"3"	"7"	"5"	"7"	"5"	"7"	"10"	"5"	"0"	"2"	"5"	"10"	"6"	"3"	"8"	"5"	"0"	"4"	"0"	"0"	"0"	"4"	"0"	"0"	"0"	"10"	"0"	"0"	"0"	"10"	"8"	"7"	"5"	"5"	"8"	"5"	"6"	"2"	"5"	"3"	"2"	"2"	" "	"2"	" "	"6"	"50"	"50"	"2"	" "	"1"	" "	"1"	" "	"3"	" "	"3"	" "	"4"	" "	"2"	" "	2	"2"	1	51	3	1	3
" "	" "	0	" "	1	8	6	6	4	4	4	4	6	6	4	2	3	3	3	77	77	77	0	2	2	8	2	2	8	0	0	0	0	10	77	77	77	6	77	77	4	6	6	77	77	77	77	77	77	5	5	8	5	2	" "	"2"	" "	6	11	77	77	1	77	1	77	4	77	2	1	23	3	6	1	7	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2	" "	1	26	1	1	4
" "	" "	0	" "	1	5	7	6	0	5	3	10	10	3	10	10	10	10	10	5	0	5	8	5	10	5	5	10	5	10	5	5	0	5	7	7	8	10	8	10	3	8	10	5	8	5	5	5	5	10	5	6	5	1	"1"	" "	" "	4	70	30	2	4	1	2	2	8	4	8	1	21	77	4	2	19	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	2	49	3	4	3
"0.890356965"	" "	1	" "	0	5	7	10	5	10	10	7	10	10	0	10	10	10	10	0	0	10	10	7	8	10	10	10	10	10	10	0	5	10	10	7	5	10	10	10	7	5	10	5	7	10	8	1	5	10	5	0	7	3	" "	" "	"1"	4	52	35	2	4	1	17	2	6	77	38	4	3	1	1	4	28	"4"	"4"	"10"	"8"	"5"	"5"	"6"	"10"	"10"	"2"	"10"	"10"	"10"	"10"	"0"	"0"	"10"	"10"	"5"	"7"	"6"	"9"	"10"	"5"	"10"	"10"	"5"	"6"	"9"	"10"	"7"	"10"	"10"	"10"	"10"	"6"	"77"	"10"	"4"	"5"	"10"	"7"	"8"	"5"	"6"	"7"	"10"	"8"	"3"	" "	" "	"1"	"4"	"79"	"40"	"2"	"6"	"2"	"6"	"2"	"5"	"4"	"12"	"1"	"7"	"77"	"23"	"77"	"18"	3	"3"	2	42	2	4	3
" "	" "	0	" "	1	7	4	10	2	10	3	7	5	4	8	10	10	10	7	5	5	2	5	2	10	1	9	10	6	1	0	6	2	2	2	3	8	10	77	5	2	9	6	7	5	6	10	7	77	7	3	8	3	1	"2"	" "	" "	2	70	20	2	6	2	4	77	9	2	21	1	25	4	9	4	19	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	1	46	3	6	3
" "	" "	0	" "	1	2	5	8	8	7	6	7	8	8	4	10	8	8	7	3	1	5	7	3	7	7	8	6	3	7	5	8	2	0	5	5	5	8	8	7	5	7	7	7	3	7	7	5	8	10	10	5	9	1	"2"	" "	" "	4	65	25	2	8	1	3	77	5	4	13	4	21	77	26	2	18	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	1	73	4	1	4
" "	" "	0	" "	1	4	2	4	0	1	1	10	4	6	8	5	5	0	5	5	6	0	5	5	10	7	10	10	0	10	10	5	10	0	0	10	10	10	10	10	10	0	5	0	0	0	5	0	0	5	0	0	0	3	" "	" "	"2"	5	998	14	77	4	77	3	77	4	77	6	1	9	77	4	77	9	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	2	43	2	1	4
"0.758120439"	" "	1	" "	0	6	9	7	8	3	4	8	9	6	5	9	9	5	9	8	1	3	4	8	8	5	10	10	5	3	5	5	0	5	5	6	9	10	8	8	9	10	10	6	4	7	8	7	9	3	8	8	9	3	" "	" "	"3"	5	50	50	2	22	1	5	77	10	4	14	4	17	77	19	77	22	"6"	"9"	"9"	"9"	"3"	"5"	"8"	"9"	"5"	"7"	"10"	"10"	"9"	"9"	"7"	"0"	"3"	"5"	"9"	"10"	"3"	"10"	"9"	"5"	"6"	"9"	"5"	"4"	"5"	"4"	"5"	"6"	"10"	"10"	"10"	"7"	"10"	"10"	"9"	"5"	"8"	"9"	"8"	"9"	"5"	"7"	"7"	"9"	"2"	" "	"2"	" "	"5"	"24"	"24"	"2"	"11"	"1"	"5"	"77"	"17"	"77"	"28"	"77"	"16"	"4"	"20"	"1"	"23"	3	"2"	1	67	4	1	4
" "	" "	0	" "	1	8	10	10	5	5	2	10	10	4	10	0	0	0	0	10	5	5	0	10	0	10	0	0	10	0	0	5	0	10	3	5	3	8	0	4	0	0	0	3	5	5	10	7	0	5	8	10	6	3	" "	" "	"2"	7	3	75	2	4	1	1	3	4	77	61	4	18	4	5	2	19	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	1	45	3	5	3
" "	" "	0	" "	1	2	0	10	10	5	7	10	10	9	5	10	10	6	10	0	0	0	10	10	10	0	10	10	0	10	8	8	8	0	0	10	10	10	10	10	7	9	10	10	2	10	10	7	10	9	10	3	10	1	"1"	" "	" "	3	75	2	2	0	1	0	1	0	4	9	4	3	2	1	77	2	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	1	43	2	1	4
" "	"1.041103547"	1	"17"	1	5	5	9	0	5	2	9	2	0	10	0	0	0	0	5	3	5	2	5	7	0	9	6	10	2	0	0	0	10	5	2	9	10	5	2	0	10	0	4	8	5	9	7	0	0	5	8	5	3	" "	" "	"3"	4	7	64	2	7	1	4	2	19	3	31	4	17	77	6	2	54	"6"	"6"	"10"	"5"	"8"	"5"	"5"	"6"	"5"	"6"	"1"	"1"	"1"	"1"	"5"	"4"	"77"	"1"	"7"	"5"	"77"	"9"	"6"	"7"	"3"	"0"	"0"	"0"	"6"	"4"	"77"	"77"	"8"	"2"	"7"	"0"	"8"	"6"	"5"	"5"	"5"	"7"	"5"	"0"	"5"	"2"	"7"	"5"	"4"	" "	" "	"2"	"4"	"50"	"50"	"2"	" "	"1"	" "	"77"	" "	"98"	" "	"2"	" "	"1"	" "	"2"	" "	3	"3"	2	67	4	1	4
" "	"1.006476584"	1	"33"	1	7	10	6	8	7	1	10	8	2	10	0	0	0	0	8	9	6	1	3	1	4	8	4	5	0	7	0	0	9	1	6	4	9	7	3	0	8	10	2	7	6	9	3	0	0	9	9	3	3	" "	" "	"3"	5	3	25	2	10	1	5	2	20	77	25	4	64	1	37	2	81	"8"	"7"	"9"	"7"	"10"	"8"	"10"	"9"	"9"	"3"	"1"	"0"	"1"	"2"	"10"	"7"	"10"	"0"	"1"	"0"	"9"	"2"	"7"	"8"	"0"	"1"	"1"	"0"	"9"	"6"	"5"	"4"	"10"	"3"	"3"	"0"	"10"	"10"	"8"	"8"	"7"	"9"	"9"	"6"	"1"	"8"	"9"	"4"	"3"	" "	" "	"3"	"6"	"45"	"65"	"2"	" "	"1"	" "	"2"	" "	"77"	" "	"3"	" "	"1"	" "	"2"	" "	3	"3"	1	76	4	1	3
" "	" "	0	" "	1	5	10	5	0	0	0	10	0	0	10	0	5	0	0	10	10	10	0	0	0	10	0	5	10	0	0	0	0	10	0	0	0	5	0	0	0	5	5	0	10	10	0	0	0	5	0	5	5	2	" "	"2"	" "	7	0	0	2	4	1	2	77	8	4	79	4	19	2	22	4	12	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2	" "	1	49	3	1	4
" "	"0.348772427"	1	"6"	1	4	2	10	10	5	5	10	5	10	5	7	5	0	5	9	5	6	77	10	10	0	10	5	0	10	5	0	0	0	0	10	10	10	5	10	5	10	10	7	0	10	10	5	10	10	10	5	10	1	"2"	" "	" "	4	67	0	2	9	1	4	2	12	4	13	4	18	1	13	2	14	"7"	"9"	"10"	"10"	"7"	"9"	"10"	"10"	"10"	"9"	"8"	"5"	"7"	"5"	"3"	"0"	"0"	"6"	"10"	"10"	"0"	"10"	"9"	"0"	"7"	"7"	"5"	"0"	"0"	"0"	"10"	"10"	"10"	"10"	"10"	"7"	"10"	"10"	"8"	"0"	"5"	"10"	"10"	"10"	"10"	"5"	"0"	"5"	"1"	"2"	" "	" "	"4"	"80"	"40"	"2"	" "	"1"	" "	"1"	" "	"3"	" "	"1"	" "	"4"	" "	"4"	" "	1	"1"	1	52	3	2	3
" "	"1.055359437"	1	"28"	1	8	1	9	10	9	9	9	9	8	1	9	9	9	9	6	1	1	4	10	8	0	9	8	0	9	8	8	7	0	1	9	9	10	9	9	8	10	10	7	0	9	10	10	10	10	10	9	9	1	"2"	" "	" "	4	79	15	2	5	1	6	1	15	77	64	4	11	2	16	2	32	"98"	"0"	"9"	"7"	"5"	"8"	"9"	"9"	"7"	"1"	"7"	"8"	"8"	"9"	"6"	"2"	"9"	"5"	"7"	"10"	"0"	"10"	"10"	"9"	"2"	"3"	"5"	"0"	"1"	"2"	"6"	"9"	"10"	"7"	"9"	"5"	"9"	"7"	"9"	"0"	"8"	"8"	"8"	"10"	"10"	"8"	"6"	"10"	"1"	"2"	" "	" "	"3"	"85"	"55"	"2"	" "	"1"	" "	"1"	" "	"4"	" "	"2"	" "	"4"	" "	"2"	" "	1	"1"	1	42	2	1	3
" "	" "	0	" "	1	0	0	10	5	10	10	5	10	10	0	10	10	10	10	5	0	0	8	10	7	0	10	10	0	10	10	5	5	0	5	10	10	10	10	10	10	5	10	5	5	10	10	5	10	10	8	5	10	1	"2"	" "	" "	2	60	0	2	9	1	2	77	2	77	8	77	14	77	6	2	9	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	1	33	2	1	3
" "	" "	0	" "	1	1	8	7	1	5	5	6	0	3	9	5	7	6	6	5	5	5	7	5	1	5	2	1	5	0	0	0	5	10	5	1	1	10	5	5	5	5	5	5	8	7	7	5	5	5	5	6	5	2	" "	"2"	" "	4	11	63	77	10	77	6	77	10	77	7	4	37	77	9	77	10	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2	" "	2	45	3	1	4
" "	"1.053073797"	1	"34"	1	0	2	10	5	10	10	8	10	10	0	10	10	10	10	5	0	0	10	5	5	5	8	10	3	10	5	9	1	0	0	8	10	10	6	6	10	10	10	5	0	7	8	7	10	8	7	5	10	1	"1"	" "	" "	2	77	3	2	13	1	3	2	9	77	18	4	13	3	13	4	19	"1"	"1"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"0"	"10"	"10"	"10"	"10"	"0"	"0"	"0"	"6"	"2"	"7"	"5"	"6"	"6"	"0"	"2"	"5"	"2"	"0"	"1"	"5"	"5"	"10"	"10"	"10"	"9"	"10"	"8"	"10"	"10"	"5"	"9"	"10"	"7"	"8"	"1"	"10"	"3"	"10"	"1"	"1"	" "	" "	"1"	"95"	"5"	"2"	" "	"1"	" "	"1"	" "	"-8"	" "	"2"	" "	"-8"	" "	"2"	" "	1	"1"	2	65	4	1	3
" "	" "	0	" "	1	5	7	9	7	6	9	7	8	5	7	8	7	6	8	8	6	3	8	4	6	3	9	98	7	6	9	7	8	3	9	7	3	8	6	7	5	8	7	7	8	7	7	8	8	7	9	10	8	3	" "	" "	"2"	7	73	76	3	2	2	2	1	1	4	0	3	1	4	1	3	0	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	1	23	1	4	3
" "	" "	0	" "	1	6	10	6	5	7	3	8	8	5	9	3	4	5	8	7	5	7	3	8	2	5	3	1	7	0	0	0	0	10	10	2	1	9	5	3	1	98	2	5	7	7	8	8	5	5	6	8	6	2	" "	"2"	" "	6	11	68	2	52	1	7	77	9	77	13	3	16	3	14	1	17	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2	" "	2	71	4	1	3
" "	" "	0	" "	1	2	5	10	7	5	5	8	10	10	9	10	9	9	9	2	0	1	5	4	2	77	4	7	3	3	3	2	1	2	1	2	2	10	5	5	8	9	10	5	5	7	8	6	8	9	10	8	8	3	" "	" "	"1"	4	42	38	2	5	1	6	77	3	77	6	1	20	77	3	77	5	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	1	35	2	1	4
" "	" "	0	" "	1	4	3	5	6	5	5	77	8	7	3	10	10	6	8	3	0	0	5	2	2	77	5	6	2	6	7	5	77	4	2	6	6	10	77	77	5	5	5	6	3	7	9	3	77	7	9	5	7	3	" "	" "	"2"	8	59	25	77	12	1	4	77	5	77	10	4	53	77	30	77	12	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	2	55	3	1	2
"1.697094549"	" "	1	" "	0	77	10	5	0	5	0	10	5	0	10	5	5	5	0	10	6	10	0	5	0	10	0	7	5	0	0	5	0	10	0	0	0	10	0	0	0	5	6	4	10	10	10	7	7	0	10	10	4	2	" "	"1"	" "	6	16	60	2	3	1	2	1	8	77	5	1	19	3	9	1	13	"8"	"10"	"0"	"0"	"5"	"5"	"10"	"8"	"0"	"10"	"5"	"5"	"4"	"0"	"10"	"2"	"6"	"4"	"8"	"0"	"0"	"0"	"8"	"5"	"0"	"0"	"0"	"0"	"10"	"0"	"0"	"0"	"8"	"5"	"4"	"0"	"77"	"7"	"5"	"7"	"5"	"5"	"6"	"0"	"0"	"10"	"7"	"5"	"2"	" "	"1"	" "	"6"	"26"	"53"	"2"	"3"	"1"	"3"	"1"	"5"	"3"	"10"	"3"	"8"	"4"	"13"	"1"	"18"	2	"2"	1	40	2	1	4
" "	"1.212311219"	1	"25"	1	0	5	6	3	0	6	5	5	5	4	77	77	77	6	5	0	0	5	4	3	5	5	5	2	7	77	5	77	77	77	77	5	10	5	77	77	10	77	77	77	77	77	0	77	10	5	0	77	3	" "	" "	"1"	4	14	15	1	13	2	7	77	4	77	5	4	11	1	5	77	5	"4"	"0"	"10"	"1"	"5"	"10"	"5"	"0"	"5"	"0"	"5"	"5"	"5"	"5"	"77"	"0"	"0"	"5"	"10"	"10"	"0"	"10"	"10"	"0"	"8"	"7"	"5"	"5"	"0"	"0"	"5"	"10"	"10"	"6"	"7"	"3"	"10"	"10"	"7"	"0"	"10"	"5"	"0"	"5"	"10"	"0"	"0"	"0"	"3"	" "	" "	"1"	"3"	"50"	"50"	"2"	" "	"1"	" "	"1"	" "	"77"	" "	"77"	" "	"4"	" "	"77"	" "	3	"3"	2	42	2	4	3
"0.722620782"	" "	1	" "	0	0	6	3	4	3	2	3	2	2	4	3	4	5	4	2	2	1	3	2	2	1	4	1	3	1	1	3	4	2	3	4	7	3	7	4	4	3	2	3	1	3	3	1	10	5	3	2	4	1	"2"	" "	" "	3	9	24	1	5	1	6	77	4	77	2	2	3	4	2	2	7	"0"	"5"	"4"	"3"	"2"	"1"	"0"	"5"	"4"	"3"	"3"	"3"	"1"	"3"	"2"	"1"	"0"	"5"	"3"	"4"	"3"	"2"	"2"	"8"	"10"	"10"	"10"	"10"	"2"	"1"	"0"	"5"	"3"	"4"	"0"	"3"	"1"	"2"	"3"	"3"	"2"	"2"	"0"	"3"	"2"	"4"	"5"	"1"	"1"	"2"	" "	" "	"4"	"52"	"49"	"2"	"5"	"2"	"1"	"77"	"3"	"4"	"7"	"3"	"2"	"4"	"1"	"3"	"2"	1	"1"	2	30	2	2	3
"1.083091376"	" "	1	" "	0	6	3	8	7	10	10	77	77	10	5	5	9	9	9	5	0	1	8	8	7	77	7	77	5	9	6	77	77	4	77	6	6	10	77	7	9	77	5	77	4	7	5	0	5	6	7	3	6	4	" "	" "	"1"	3	70	27	2	34	1	26	77	4	4	6	4	11	77	3	77	7	"4"	"2"	"10"	"7"	"9"	"9"	"77"	"77"	"10"	"0"	"5"	"10"	"10"	"10"	"1"	"0"	"0"	"10"	"9"	"9"	"8"	"9"	"5"	"2"	"9"	"9"	"77"	"77"	"1"	"1"	"5"	"7"	"10"	"10"	"10"	"8"	"77"	"1"	"9"	"2"	"7"	"5"	"4"	"77"	"10"	"8"	"77"	"5"	"1"	"2"	" "	" "	"2"	"64"	"15"	"1"	"4"	"2"	"2"	"77"	"2"	"4"	"4"	"77"	"3"	"4"	"11"	"77"	"12"	3	"1"	1	25	1	1	4
"1.072581535"	" "	1	" "	0	4	5	8	5	6	3	5	6	8	6	9	9	7	8	8	2	1	6	5	10	1	9	8	2	8	8	8	2	2	2	9	9	9	7	8	6	6	9	9	7	9	8	5	6	8	10	6	8	1	"2"	" "	" "	4	69	7	2	6	2	14	2	21	4	28	1	28	77	11	4	20	"2"	"6"	"8"	"8"	"4"	"3"	"6"	"8"	"9"	"5"	"10"	"10"	"9"	"9"	"5"	"2"	"5"	"9"	"5"	"10"	"1"	"8"	"7"	"4"	"7"	"9"	"9"	"5"	"1"	"1"	"9"	"9"	"10"	"9"	"9"	"9"	"9"	"9"	"9"	"5"	"7"	"8"	"5"	"6"	"7"	"8"	"5"	"10"	"1"	"2"	" "	" "	"2"	"73"	"12"	"2"	"10"	"1"	"4"	"77"	"11"	"4"	"27"	"77"	"6"	"1"	"15"	"4"	"28"	1	"1"	2	58	3	2	4
" "	" "	0	" "	1	2	9	6	2	5	3	10	4	4	7	0	2	1	0	9	9	98	0	1	1	1	1	1	9	0	0	1	0	9	10	5	0	7	0	0	0	10	8	5	8	9	9	5	0	3	5	5	0	2	" "	"1"	" "	6	5	44	2	9	1	7	3	15	77	26	1	46	2	30	2	49	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2	" "	1	88	4	1	2
"1.003359238"	" "	1	" "	0	0	5	10	10	10	10	10	10	10	0	10	10	10	10	10	0	0	10	0	10	0	10	0	0	10	10	10	10	0	0	10	10	10	10	10	10	10	10	10	0	10	10	5	10	10	10	0	5	1	"2"	" "	" "	2	100	3	1	5	2	3	77	4	77	7	4	15	4	6	2	17	"7"	"10"	"10"	"0"	"5"	"5"	"10"	"10"	"0"	"5"	"10"	"10"	"10"	"10"	"10"	"10"	"0"	"10"	"0"	"10"	"10"	"10"	"5"	"0"	"10"	"10"	"10"	"0"	"0"	"0"	"10"	"10"	"10"	"0"	"0"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"5"	"0"	"0"	"0"	"1"	"2"	" "	" "	"6"	"95"	"998"	"2"	"6"	"2"	"2"	"77"	"4"	"3"	"11"	"4"	"7"	"1"	"10"	"1"	"12"	1	"1"	2	57	3	2	4
" "	" "	0	" "	1	5	8	5	5	1	1	5	5	5	9	5	5	6	5	5	5	5	7	5	6	5	8	8	10	7	4	6	8	5	77	5	6	3	2	8	8	5	7	7	5	5	5	6	5	5	4	5	5	1	"2"	" "	" "	8	66	62	77	3	77	3	77	4	77	3	77	4	77	3	77	3	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	1	" "	2	37	2	1	3
" "	" "	0	" "	1	5	5	7	5	6	6	7	8	10	3	5	4	5	5	8	8	5	3	0	7	10	5	5	4	1	0	5	0	5	5	2	3	10	5	5	5	7	8	5	3	5	5	5	5	5	7	5	5	2	" "	"2"	" "	5	29	50	2	3	1	3	77	4	77	6	4	15	1	54	77	7	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	2	" "	2	65	4	1	4
" "	" "	0	" "	1	3	9	5	1	0	0	5	2	5	10	1	4	1	1	7	5	0	2	7	7	8	8	9	0	9	0	7	2	10	5	5	5	7	10	10	10	2	6	5	5	5	5	7	5	7	5	6	2	3	" "	" "	"3"	6	16	75	77	13	77	3	77	8	77	13	77	13	77	11	77	8	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	3	" "	2	72	4	1	3
